수요지 id,학교 id,할당 학령인구
C16,F40,0
C16,F41,0
C16,F42,0
C16,F43,0
C16,F44,0
C16,F45,0
C16,F46,0
C16,F47,45
C16,F48,0
C16,F49,0
C16,F50,0
C17,F1,0
C17,F2,0
C17,F3,0
C17,F4,0
C17,F5,0
C17,F6,0
C17,F7,0
C17,F8,0
C17,F9,0
C17,F10,0
C17,F11,0
C17,F12,0
C17,F13,0
C17,F14,0
C17,F15,0
C17,F16,0
C17,F17,0
C17,F18,0
C17,F19,0
C17,F20,0
C17,F21,0
C17,F22,0
C17,F23,0
C17,F24,0
C17,F25,0
C17,F26,0
C17,F27,0
C17,F28,0
C17,F29,0
C17,F30,0
C17,F31,0
C17,F32,0
C17,F33,0
C17,F34,0
C17,F35,0
C17,F36,0
C17,F37,0
C17,F38,0
C17,F39,0
C17,F40,0
C17,F41,0
C17,F42,0
C17,F43,0
C17,F44,0
C17,F45,0
C17,F46,0
C17,F47,30
C17,F48,0
C17,F49,0
C17,F50,0
C18,F1,0
C18,F2,0
C18,F3,0
C18,F4,0
C18,F5,0
C18,F6,0
C18,F7,0
C18,F8,0
C18,F9,0
C18,F10,0
C18,F11,0
C18,F12,0
C18,F13,0
C18,F14,0
C18,F15,0
C18,F16,0
C18,F17,0
C18,F18,0
C18,F19,0
C18,F20,0
C18,F21,0
C18,F22,0
C18,F23,0
C18,F24,0
C18,F25,0
C18,F26,0
C18,F27,0
C18,F28,0
C18,F29,0
C18,F30,0
C18,F31,0
C18,F32,0
C18,F33,0
C18,F34,0
C18,F35,0
C18,F36,0
C18,F37,0
C18,F38,0
C18,F39,0
C18,F40,0
C18,F41,0
C18,F42,0
C18,F43,0
C18,F44,0
C18,F45,0
C18,F46,0
C18,F47,14
C18,F48,0
C18,F49,0
C18,F50,0
C19,F1,0
C19,F2,0
C19,F3,0
C19,F4,0
C19,F5,0
C19,F6,0
C19,F7,0
C19,F8,0
C19,F9,0
C19,F10,0
C19,F11,0
C19,F12,0
C19,F13,0
C19,F14,0
C19,F15,0
C19,F16,0
C19,F17,0
C19,F18,0
C19,F19,0
C19,F20,0
C19,F21,0
C19,F22,0
C19,F23,0
C19,F24,0
C19,F25,0
C19,F26,0
C19,F27,0
C19,F28,0
C19,F29,0
C19,F30,0
C19,F31,0
C19,F32,0
C19,F33,0
C19,F34,0
C19,F35,0
C19,F36,0
C19,F37,0
C19,F38,0
C19,F39,0
C19,F40,0
C19,F41,0
C19,F42,0
C19,F43,0
C19,F44,0
C19,F45,0
C19,F46,0
C19,F47,37
C19,F48,0
C19,F49,0
C19,F50,0
C20,F1,0
C20,F2,0
C20,F3,0
C20,F4,0
C20,F5,0
C20,F6,0
C20,F7,0
C20,F8,0
C20,F9,0
C20,F10,0
C20,F11,0
C20,F12,0
C20,F13,0
C20,F14,0
C20,F15,0
C20,F16,0
C20,F17,0
C20,F18,0
C20,F19,0
C20,F20,0
C20,F21,0
C20,F22,0
C20,F23,0
C20,F24,0
C20,F25,0
C20,F26,0
C20,F27,0
C20,F28,0
C20,F29,0
C20,F30,0
C20,F31,0
C20,F32,0
C20,F33,0
C20,F34,0
C20,F35,0
C20,F36,0
C20,F37,0
C20,F38,0
C20,F39,0
C20,F40,0
C20,F41,0
C20,F42,0
C20,F43,0
C20,F44,0
C20,F45,0
C20,F46,0
C20,F47,14
C20,F48,0
C20,F49,0
C20,F50,0
C21,F1,0
C21,F2,0
C21,F3,0
C21,F4,0
C21,F5,0
C21,F6,0
C21,F7,0
C21,F8,0
C21,F9,0
C21,F10,0
C21,F11,0
C21,F12,0
C21,F13,0
C21,F14,0
C21,F15,0
C21,F16,0
C21,F17,0
C21,F18,0
C21,F19,0
C21,F20,0
C21,F21,0
C21,F22,0
C21,F23,0
C21,F24,0
C21,F25,0
C21,F26,0
C21,F27,0
C21,F28,0
C21,F29,0
C21,F30,0
C21,F31,0
C21,F32,0
C21,F33,0
C21,F34,0
C21,F35,0
C21,F36,0
C21,F37,0
C21,F38,0
C21,F39,0
C21,F40,0
C21,F41,0
C21,F42,0
C21,F43,0
C21,F44,0
C21,F45,0
C21,F46,0
C21,F47,14
C21,F48,0
C21,F49,0
C21,F50,0
C22,F1,0
C22,F2,0
C22,F3,0
C22,F4,0
C22,F5,0
C22,F6,0
C22,F7,0
C22,F8,0
C22,F9,0
C22,F10,0
C22,F11,0
C22,F12,0
C22,F13,0
C22,F14,0
C22,F15,0
C22,F16,0
C22,F17,0
C22,F18,0
C22,F19,0
C22,F20,0
C22,F21,0
C22,F22,0
C22,F23,0
C22,F24,0
C22,F25,0
C22,F26,0
C22,F27,0
C22,F28,0
C22,F29,0
C22,F30,0
C22,F31,0
C22,F32,0
C22,F33,0
C22,F34,0
C22,F35,0
C22,F36,0
C22,F37,0
C22,F38,0
C22,F39,0
C22,F40,0
C22,F41,0
C22,F42,0
C22,F43,0
C22,F44,0
C22,F45,0
C22,F46,0
C22,F47,14
C22,F48,0
C22,F49,0
C22,F50,0
C23,F1,0
C23,F2,0
C23,F3,40
C23,F4,0
C23,F5,0
C23,F6,0
C23,F7,0
C23,F8,0
C23,F9,0
C23,F10,0
C23,F11,0
C23,F12,0
C23,F13,0
C23,F14,0
C23,F15,0
C23,F16,0
C23,F17,0
C23,F18,0
C23,F19,0
C23,F20,0
C23,F21,0
C23,F22,0
C23,F23,0
C23,F24,0
C23,F25,0
C23,F26,0
C23,F27,0
C23,F28,0
C23,F29,0
C23,F30,0
C23,F31,0
C23,F32,0
C23,F33,0
C23,F34,0
C23,F35,0
C23,F36,0
C23,F37,0
C23,F38,0
C23,F39,0
C23,F40,0
C23,F41,0
C23,F42,0
C23,F43,0
C23,F44,0
C23,F45,0
C23,F46,0
C23,F47,0
C23,F48,0
C23,F49,0
C23,F50,0
C24,F1,0
C24,F2,0
C24,F3,0
C24,F4,0
C24,F5,0
C24,F6,0
C24,F7,0
C24,F8,0
C24,F9,0
C24,F10,0
C24,F11,0
C24,F12,0
C24,F13,0
C24,F14,0
C24,F15,0
C24,F16,0
C24,F17,0
C24,F18,0
C24,F19,0
C24,F20,0
C24,F21,0
C24,F22,0
C24,F23,0
C24,F24,0
C24,F25,0
C24,F26,0
C24,F27,0
C24,F28,0
C24,F29,0
C24,F30,0
C24,F31,0
C24,F32,0
C24,F33,0
C24,F34,0
C24,F35,0
C24,F36,0
C24,F37,0
C24,F38,0
C24,F39,0
C24,F40,0
C24,F41,0
C24,F42,0
C24,F43,0
C24,F44,0
C24,F45,0
C24,F46,0
C24,F47,92
C24,F48,0
C24,F49,0
C24,F50,0
C25,F1,0
C25,F2,0
C25,F3,0
C25,F4,0
C25,F5,0
C25,F6,0
C25,F7,0
C25,F8,0
C25,F9,0
C25,F10,0
C25,F11,0
C25,F12,0
C25,F13,0
C25,F14,0
C25,F15,0
C25,F16,0
C25,F17,0
C25,F18,0
C25,F19,0
C25,F20,0
C25,F21,0
C25,F22,0
C25,F23,0
C25,F24,0
C25,F25,0
C25,F26,0
C25,F27,0
C25,F28,0
C25,F29,0
C25,F30,0
C25,F31,0
C25,F32,0
C25,F33,0
C25,F34,0
C25,F35,0
C25,F36,0
C25,F37,0
C25,F38,0
C25,F39,0
C25,F40,0
C25,F41,0
C25,F42,0
C25,F43,0
C25,F44,112
C25,F45,0
C25,F46,0
C25,F47,0
C25,F48,0
C25,F49,0
C25,F50,0
C26,F1,0
C26,F2,0
C26,F3,0
C26,F4,0
C26,F5,0
C26,F6,0
C26,F7,0
C26,F8,0
C26,F9,0
C26,F10,0
C26,F11,0
C26,F12,0
C26,F13,0
C26,F14,0
C26,F15,0
C26,F16,0
C26,F17,0
C26,F18,0
C26,F19,0
C26,F20,0
C26,F21,0
C26,F22,0
C26,F23,0
C26,F24,0
C26,F25,0
C26,F26,0
C26,F27,0
C26,F28,0
C26,F29,0
C26,F30,0
C26,F31,0
C26,F32,0
C26,F33,0
C26,F34,0
C26,F35,0
C26,F36,0
C26,F37,0
C26,F38,0
C26,F39,0
C26,F40,0
C26,F41,0
C26,F42,0
C26,F43,0
C26,F44,96
C26,F45,0
C26,F46,0
C26,F47,0
C26,F48,0
C26,F49,0
C26,F50,0
C27,F1,0
C27,F2,0
C27,F3,0
C27,F4,0
C27,F5,0
C27,F6,0
C27,F7,0
C27,F8,0
C27,F9,0
C27,F10,0
C27,F11,0
C27,F12,0
C27,F13,0
C27,F14,0
C27,F15,0
C27,F16,0
C27,F17,0
C27,F18,0
C27,F19,0
C27,F20,0
C27,F21,0
C27,F22,0
C27,F23,0
C27,F24,0
C27,F25,0
C27,F26,0
C27,F27,0
C27,F28,0
C27,F29,0
C27,F30,0
C27,F31,0
C27,F32,0
C27,F33,0
C27,F34,0
C27,F35,0
C27,F36,0
C27,F37,0
C27,F38,0
C27,F39,0
C27,F40,0
C27,F41,0
C27,F42,0
C27,F43,0
C27,F44,104
C27,F45,0
C27,F46,0
C27,F47,0
C27,F48,0
C27,F49,0
C27,F50,0
C28,F1,0
C28,F2,0
C28,F3,0
C28,F4,0
C28,F5,0
C28,F6,0
C28,F7,0
C28,F8,0
C28,F9,0
C28,F10,0
C28,F11,0
C28,F12,0
C28,F13,0
C28,F14,0
C28,F15,0
C28,F16,0
C28,F17,0
C28,F18,0
C28,F19,0
C28,F20,0
C28,F21,0
C28,F22,0
C28,F23,0
C28,F24,0
C28,F25,0
C28,F26,0
C28,F27,0
C28,F28,0
C28,F29,0
C28,F30,0
C28,F31,0
C28,F32,0
C28,F33,0
C28,F34,0
C28,F35,0
C28,F36,0
C28,F37,0
C28,F38,0
C28,F39,0
C28,F40,0
C28,F41,0
C28,F42,0
C28,F43,0
C28,F44,288
C28,F45,0
C28,F46,0
C28,F47,0
C28,F48,0
C28,F49,0
C28,F50,0
C29,F1,0
C29,F2,0
C29,F3,248
C29,F4,0
C29,F5,0
C29,F6,0
C29,F7,0
C29,F8,0
C29,F9,0
C29,F10,0
C29,F11,0
C29,F12,0
C29,F13,0
C29,F14,0
C29,F15,0
C29,F16,0
C29,F17,0
C29,F18,0
C29,F19,0
C29,F20,0
C29,F21,0
C29,F22,0
C29,F23,0
C29,F24,0
C29,F25,0
C29,F26,0
C29,F27,0
C29,F28,0
C29,F29,0
C29,F30,0
C29,F31,0
C29,F32,0
C29,F33,0
C29,F34,0
C29,F35,0
C29,F36,0
C29,F37,0
C29,F38,0
C29,F39,0
C29,F40,0
C29,F41,0
C29,F42,0
C29,F43,0
C29,F44,0
C29,F45,0
C29,F46,0
C29,F47,0
C29,F48,0
C29,F49,0
C29,F50,0
C30,F1,0
C30,F2,0
C30,F3,0
C30,F4,0
C30,F5,0
C30,F6,0
C30,F7,0
C30,F8,0
C30,F9,0
C30,F10,0
C30,F11,0
C30,F12,0
C30,F13,0
C30,F14,0
C30,F15,0
C30,F16,0
C30,F17,0
C30,F18,0
C30,F19,0
C30,F20,0
C30,F21,0
C30,F22,0
C30,F23,0
C30,F24,0
C30,F25,0
C30,F26,0
C30,F27,0
C30,F28,0
C30,F29,0
C30,F30,0
C30,F31,0
C30,F32,0
C30,F33,0
C30,F34,0
C30,F35,0
C30,F36,0
C30,F37,0
C30,F38,0
C30,F39,0
C30,F40,228
C30,F41,0
C30,F42,0
C30,F43,0
C30,F44,0
C30,F45,0
C30,F46,0
C30,F47,0
C30,F48,0
C30,F49,0
C30,F50,0
C31,F1,0
C31,F2,0
C31,F3,0
C31,F4,0
C31,F5,0
C31,F6,0
C31,F7,0
C31,F8,0
C31,F9,0
C31,F10,0
C31,F11,0
C31,F12,0
C31,F13,0
C31,F14,0
C31,F15,0
C31,F16,0
C31,F17,0
C31,F18,0
C31,F19,0
C31,F20,0
C31,F21,0
C31,F22,0
C31,F23,0
C31,F24,0
C31,F25,0
C31,F26,0
C31,F27,0
C31,F28,0
C31,F29,0
C31,F30,0
C31,F31,0
C31,F32,0
C31,F33,0
C31,F34,0
C31,F35,0
C31,F36,0
C31,F37,0
C31,F38,0
C31,F39,0
C31,F40,0
C31,F41,0
C31,F42,0
C31,F43,0
C31,F44,0
C31,F45,0
C31,F46,0
C31,F47,4
C31,F48,0
C31,F49,0
C31,F50,0
C32,F1,0
C32,F2,0
C32,F3,0
C32,F4,0
C32,F5,0
C32,F6,0
C32,F7,0
C32,F8,0
C32,F9,0
C32,F10,0
C32,F11,0
C32,F12,0
C32,F13,0
C32,F14,0
C32,F15,0
C32,F16,0
C32,F17,0
C32,F18,0
C32,F19,0
C32,F20,0
C32,F21,0
C32,F22,0
C32,F23,0
C32,F24,0
C32,F25,0
C32,F26,0
C32,F27,0
C32,F28,0
C32,F29,0
C32,F30,0
C32,F31,0
C32,F32,0
C32,F33,0
C32,F34,0
C32,F35,0
C32,F36,0
C32,F37,0
C32,F38,0
C32,F39,0
C32,F40,0
C32,F41,0
C32,F42,0
C32,F43,0
C32,F44,0
C32,F45,0
C32,F46,0
C32,F47,2
C32,F48,0
C32,F49,0
C32,F50,0
C33,F1,0
C33,F2,0
C33,F3,0
C33,F4,0
C33,F5,0
C33,F6,0
C33,F7,0
C33,F8,0
C33,F9,0
C33,F10,0
C33,F11,0
C33,F12,0
C33,F13,0
C33,F14,0
C33,F15,0
C33,F16,0
C33,F17,0
C33,F18,0
C33,F19,0
C33,F20,0
C33,F21,0
C33,F22,0
C33,F23,0
C33,F24,0
C33,F25,0
C33,F26,0
C33,F27,0
C33,F28,0
C33,F29,0
C33,F30,0
C33,F31,0
C33,F32,0
C33,F33,0
C33,F34,0
C33,F35,0
C33,F36,0
C33,F37,0
C33,F38,0
C33,F39,0
C33,F40,362
C33,F41,0
C33,F42,0
C33,F43,0
C33,F44,0
C33,F45,0
C33,F46,0
C33,F47,0
C33,F48,0
C33,F49,0
C33,F50,0
C34,F1,0
C34,F2,0
C34,F3,0
C34,F4,0
C34,F5,0
C34,F6,0
C34,F7,0
C34,F8,0
C34,F9,0
C34,F10,0
C34,F11,0
C34,F12,0
C34,F13,0
C34,F14,0
C34,F15,0
C34,F16,0
C34,F17,0
C34,F18,0
C34,F19,0
C34,F20,0
C34,F21,0
C34,F22,0
C34,F23,0
C34,F24,0
C34,F25,0
C34,F26,0
C34,F27,0
C34,F28,0
C34,F29,0
C34,F30,0
C34,F31,0
C34,F32,0
C34,F33,0
C34,F34,0
C34,F35,0
C34,F36,0
C34,F37,0
C34,F38,0
C34,F39,0
C34,F40,0
C34,F41,0
C34,F42,0
C34,F43,0
C34,F44,0
C34,F45,0
C34,F46,0
C34,F47,2
C34,F48,0
C34,F49,0
C34,F50,0
C35,F1,0
C35,F2,0
C35,F3,0
C35,F4,0
C35,F5,0
C35,F6,0
C35,F7,0
C35,F8,0
C35,F9,0
C35,F10,0
C35,F11,0
C35,F12,0
C35,F13,0
C35,F14,0
C35,F15,0
C35,F16,0
C35,F17,0
C35,F18,0
C35,F19,0
C35,F20,0
C35,F21,0
C35,F22,0
C35,F23,0
C35,F24,0
C35,F25,0
C35,F26,0
C35,F27,0
C35,F28,0
C35,F29,0
C35,F30,0
C35,F31,0
C35,F32,0
C35,F33,0
C35,F34,0
C35,F35,0
C35,F36,0
C35,F37,0
C35,F38,0
C35,F39,0
C35,F40,0
C35,F41,0
C35,F42,0
