수요지 id,학교 id,할당 학령인구
C35,F43,0
C35,F44,41
C35,F45,0
C35,F46,0
C35,F47,0
C35,F48,0
C35,F49,0
C35,F50,0
C36,F1,0
C36,F2,0
C36,F3,0
C36,F4,0
C36,F5,0
C36,F6,0
C36,F7,0
C36,F8,0
C36,F9,0
C36,F10,0
C36,F11,0
C36,F12,0
C36,F13,0
C36,F14,0
C36,F15,0
C36,F16,0
C36,F17,0
C36,F18,0
C36,F19,0
C36,F20,0
C36,F21,0
C36,F22,0
C36,F23,0
C36,F24,0
C36,F25,0
C36,F26,0
C36,F27,0
C36,F28,0
C36,F29,0
C36,F30,0
C36,F31,0
C36,F32,0
C36,F33,0
C36,F34,0
C36,F35,0
C36,F36,0
C36,F37,0
C36,F38,0
C36,F39,0
C36,F40,0
C36,F41,0
C36,F42,0
C36,F43,0
C36,F44,20
C36,F45,0
C36,F46,0
C36,F47,0
C36,F48,0
C36,F49,0
C36,F50,0
C37,F1,0
C37,F2,0
C37,F3,1
C37,F4,0
C37,F5,0
C37,F6,0
C37,F7,0
C37,F8,0
C37,F9,0
C37,F10,0
C37,F11,0
C37,F12,0
C37,F13,0
C37,F14,0
C37,F15,0
C37,F16,0
C37,F17,0
C37,F18,0
C37,F19,0
C37,F20,0
C37,F21,0
C37,F22,0
C37,F23,0
C37,F24,0
C37,F25,0
C37,F26,0
C37,F27,0
C37,F28,0
C37,F29,0
C37,F30,0
C37,F31,0
C37,F32,0
C37,F33,0
C37,F34,0
C37,F35,0
C37,F36,0
C37,F37,0
C37,F38,0
C37,F39,0
C37,F40,0
C37,F41,0
C37,F42,0
C37,F43,0
C37,F44,0
C37,F45,0
C37,F46,0
C37,F47,0
C37,F48,0
C37,F49,0
C37,F50,0
C38,F1,0
C38,F2,0
C38,F3,4
C38,F4,0
C38,F5,0
C38,F6,0
C38,F7,0
C38,F8,0
C38,F9,0
C38,F10,0
C38,F11,0
C38,F12,0
C38,F13,0
C38,F14,0
C38,F15,0
C38,F16,0
C38,F17,0
C38,F18,0
C38,F19,0
C38,F20,0
C38,F21,0
C38,F22,0
C38,F23,0
C38,F24,0
C38,F25,0
C38,F26,0
C38,F27,0
C38,F28,0
C38,F29,0
C38,F30,0
C38,F31,0
C38,F32,0
C38,F33,0
C38,F34,0
C38,F35,0
C38,F36,0
C38,F37,0
C38,F38,0
C38,F39,0
C38,F40,0
C38,F41,0
C38,F42,0
C38,F43,0
C38,F44,0
C38,F45,0
C38,F46,0
C38,F47,0
C38,F48,0
C38,F49,0
C38,F50,0
C39,F1,0
C39,F2,0
C39,F3,0
C39,F4,0
C39,F5,0
C39,F6,0
C39,F7,0
C39,F8,0
C39,F9,0
C39,F10,0
C39,F11,0
C39,F12,0
C39,F13,0
C39,F14,0
C39,F15,0
C39,F16,0
C39,F17,0
C39,F18,0
C39,F19,0
C39,F20,0
C39,F21,0
C39,F22,0
C39,F23,0
C39,F24,0
C39,F25,0
C39,F26,0
C39,F27,0
C39,F28,0
C39,F29,0
C39,F30,0
C39,F31,0
C39,F32,0
C39,F33,0
C39,F34,0
C39,F35,0
C39,F36,334
C39,F37,0
C39,F38,0
C39,F39,0
C39,F40,0
C39,F41,0
C39,F42,0
C39,F43,0
C39,F44,0
C39,F45,0
C39,F46,0
C39,F47,0
C39,F48,0
C39,F49,0
C39,F50,0
C40,F1,0
C40,F2,0
C40,F3,2
C40,F4,0
C40,F5,0
C40,F6,0
C40,F7,0
C40,F8,0
C40,F9,0
C40,F10,0
C40,F11,0
C40,F12,0
C40,F13,0
C40,F14,0
C40,F15,0
C40,F16,0
C40,F17,0
C40,F18,0
C40,F19,0
C40,F20,0
C40,F21,0
C40,F22,0
C40,F23,0
C40,F24,0
C40,F25,0
C40,F26,0
C40,F27,0
C40,F28,0
C40,F29,0
C40,F30,0
C40,F31,0
C40,F32,0
C40,F33,0
C40,F34,0
C40,F35,0
C40,F36,0
C40,F37,0
C40,F38,0
C40,F39,0
C40,F40,0
C40,F41,0
C40,F42,0
C40,F43,0
C40,F44,0
C40,F45,0
C40,F46,0
C40,F47,0
C40,F48,0
C40,F49,0
C40,F50,0
C41,F1,0
C41,F2,0
C41,F3,2
C41,F4,0
C41,F5,0
C41,F6,0
C41,F7,0
C41,F8,0
C41,F9,0
C41,F10,0
C41,F11,0
C41,F12,0
C41,F13,0
C41,F14,0
C41,F15,0
C41,F16,0
C41,F17,0
C41,F18,0
C41,F19,0
C41,F20,0
C41,F21,0
C41,F22,0
C41,F23,0
C41,F24,0
C41,F25,0
C41,F26,0
C41,F27,0
C41,F28,0
C41,F29,0
C41,F30,0
C41,F31,0
C41,F32,0
C41,F33,0
C41,F34,0
C41,F35,0
C41,F36,0
C41,F37,0
C41,F38,0
C41,F39,0
C41,F40,0
C41,F41,0
C41,F42,0
C41,F43,0
C41,F44,0
C41,F45,0
C41,F46,0
C41,F47,0
C41,F48,0
C41,F49,0
C41,F50,0
C42,F1,0
C42,F2,0
C42,F3,9
C42,F4,0
C42,F5,0
C42,F6,0
C42,F7,0
C42,F8,0
C42,F9,0
C42,F10,0
C42,F11,0
C42,F12,0
C42,F13,0
C42,F14,0
C42,F15,0
C42,F16,0
C42,F17,0
C42,F18,0
C42,F19,0
C42,F20,0
C42,F21,0
C42,F22,0
C42,F23,0
C42,F24,0
C42,F25,0
C42,F26,0
C42,F27,0
C42,F28,0
C42,F29,0
C42,F30,0
C42,F31,0
C42,F32,0
C42,F33,0
C42,F34,0
C42,F35,0
C42,F36,0
C42,F37,0
C42,F38,0
C42,F39,0
C42,F40,0
C42,F41,0
C42,F42,0
C42,F43,0
C42,F44,0
C42,F45,0
C42,F46,0
C42,F47,0
C42,F48,0
C42,F49,0
C42,F50,0
C43,F1,0
C43,F2,0
C43,F3,0
C43,F4,0
C43,F5,0
C43,F6,0
C43,F7,0
C43,F8,0
C43,F9,0
C43,F10,0
C43,F11,0
C43,F12,0
C43,F13,0
C43,F14,0
C43,F15,0
C43,F16,0
C43,F17,0
C43,F18,0
C43,F19,0
C43,F20,0
C43,F21,0
C43,F22,0
C43,F23,0
C43,F24,0
C43,F25,0
C43,F26,0
C43,F27,0
C43,F28,0
C43,F29,0
C43,F30,0
C43,F31,0
C43,F32,0
C43,F33,0
C43,F34,0
C43,F35,0
C43,F36,0
C43,F37,0
C43,F38,0
C43,F39,0
C43,F40,0
C43,F41,0
C43,F42,0
C43,F43,0
C43,F44,0
C43,F45,0
C43,F46,0
C43,F47,2
C43,F48,0
C43,F49,0
C43,F50,0
C44,F1,0
C44,F2,0
C44,F3,8
C44,F4,0
C44,F5,0
C44,F6,0
C44,F7,0
C44,F8,0
C44,F9,0
C44,F10,0
C44,F11,0
C44,F12,0
C44,F13,0
C44,F14,0
C44,F15,0
C44,F16,0
C44,F17,0
C44,F18,0
C44,F19,0
C44,F20,0
C44,F21,0
C44,F22,0
C44,F23,0
C44,F24,0
C44,F25,0
C44,F26,0
C44,F27,0
C44,F28,0
C44,F29,0
C44,F30,0
C44,F31,0
C44,F32,0
C44,F33,0
C44,F34,0
C44,F35,0
C44,F36,0
C44,F37,0
C44,F38,0
C44,F39,0
C44,F40,0
C44,F41,0
C44,F42,0
C44,F43,0
C44,F44,0
C44,F45,0
C44,F46,0
C44,F47,0
C44,F48,0
C44,F49,0
C44,F50,0
C45,F1,0
C45,F2,0
C45,F3,0
C45,F4,0
C45,F5,0
C45,F6,0
C45,F7,0
C45,F8,0
C45,F9,0
C45,F10,0
C45,F11,0
C45,F12,0
C45,F13,0
C45,F14,0
C45,F15,0
C45,F16,0
C45,F17,0
C45,F18,0
C45,F19,0
C45,F20,0
C45,F21,0
C45,F22,0
C45,F23,0
C45,F24,0
C45,F25,0
C45,F26,0
C45,F27,0
C45,F28,0
C45,F29,0
C45,F30,0
C45,F31,0
C45,F32,0
C45,F33,0
C45,F34,0
C45,F35,0
C45,F36,0
C45,F37,0
C45,F38,0
C45,F39,0
C45,F40,0
C45,F41,0
C45,F42,0
C45,F43,0
C45,F44,0
C45,F45,0
C45,F46,0
C45,F47,0
C45,F48,6
C45,F49,0
C45,F50,0
C46,F1,0
C46,F2,0
C46,F3,0
C46,F4,0
C46,F5,0
C46,F6,0
C46,F7,0
C46,F8,0
C46,F9,0
C46,F10,0
C46,F11,0
C46,F12,0
C46,F13,0
C46,F14,0
C46,F15,0
C46,F16,0
C46,F17,0
C46,F18,0
C46,F19,0
C46,F20,0
C46,F21,0
C46,F22,0
C46,F23,0
C46,F24,0
C46,F25,0
C46,F26,0
C46,F27,0
C46,F28,0
C46,F29,0
C46,F30,0
C46,F31,0
C46,F32,0
C46,F33,0
C46,F34,0
C46,F35,0
C46,F36,0
C46,F37,0
C46,F38,0
C46,F39,0
C46,F40,0
C46,F41,0
C46,F42,0
C46,F43,0
C46,F44,0
C46,F45,0
C46,F46,0
C46,F47,0
C46,F48,3
C46,F49,0
C46,F50,0
C47,F1,0
C47,F2,0
C47,F3,0
C47,F4,0
C47,F5,0
C47,F6,0
C47,F7,0
C47,F8,0
C47,F9,0
C47,F10,0
C47,F11,0
C47,F12,0
C47,F13,0
C47,F14,0
C47,F15,0
C47,F16,0
C47,F17,0
C47,F18,0
C47,F19,0
C47,F20,0
C47,F21,0
C47,F22,0
C47,F23,0
C47,F24,0
C47,F25,0
C47,F26,0
C47,F27,0
C47,F28,0
C47,F29,0
C47,F30,0
C47,F31,0
C47,F32,0
C47,F33,0
C47,F34,0
C47,F35,0
C47,F36,0
C47,F37,0
C47,F38,0
C47,F39,0
C47,F40,0
C47,F41,0
C47,F42,0
C47,F43,0
C47,F44,0
C47,F45,0
C47,F46,0
C47,F47,0
C47,F48,5
C47,F49,0
C47,F50,0
C48,F1,0
C48,F2,0
C48,F3,0
C48,F4,0
C48,F5,0
C48,F6,0
C48,F7,0
C48,F8,0
C48,F9,0
C48,F10,0
C48,F11,0
C48,F12,0
C48,F13,0
C48,F14,0
C48,F15,0
C48,F16,0
C48,F17,0
C48,F18,0
C48,F19,0
C48,F20,0
C48,F21,0
C48,F22,0
C48,F23,0
C48,F24,0
C48,F25,0
C48,F26,0
C48,F27,0
C48,F28,0
C48,F29,0
C48,F30,0
C48,F31,0
C48,F32,0
C48,F33,0
C48,F34,0
C48,F35,0
C48,F36,0
C48,F37,0
C48,F38,0
C48,F39,0
C48,F40,0
C48,F41,0
C48,F42,0
C48,F43,0
C48,F44,0
C48,F45,0
C48,F46,0
C48,F47,0
C48,F48,128
C48,F49,0
C48,F50,0
C49,F1,0
C49,F2,0
C49,F3,0
C49,F4,0
C49,F5,0
C49,F6,0
C49,F7,0
C49,F8,0
C49,F9,0
C49,F10,0
C49,F11,0
C49,F12,0
C49,F13,0
C49,F14,0
C49,F15,0
C49,F16,0
C49,F17,0
C49,F18,0
C49,F19,0
C49,F20,0
C49,F21,0
C49,F22,0
C49,F23,0
C49,F24,0
C49,F25,0
C49,F26,0
C49,F27,0
C49,F28,0
C49,F29,0
C49,F30,0
C49,F31,0
C49,F32,0
C49,F33,0
C49,F34,0
C49,F35,0
C49,F36,0
C49,F37,0
C49,F38,0
C49,F39,0
C49,F40,0
C49,F41,0
C49,F42,0
C49,F43,0
C49,F44,0
C49,F45,0
C49,F46,0
C49,F47,0
C49,F48,2
C49,F49,0
C49,F50,0
C50,F1,0
C50,F2,0
C50,F3,0
C50,F4,0
C50,F5,0
C50,F6,0
C50,F7,0
C50,F8,0
C50,F9,0
C50,F10,0
C50,F11,0
C50,F12,0
C50,F13,0
C50,F14,0
C50,F15,0
C50,F16,0
C50,F17,0
C50,F18,0
C50,F19,0
C50,F20,0
C50,F21,0
C50,F22,0
C50,F23,0
C50,F24,0
C50,F25,0
C50,F26,0
C50,F27,0
C50,F28,0
C50,F29,0
C50,F30,0
C50,F31,0
C50,F32,0
C50,F33,0
C50,F34,0
C50,F35,0
C50,F36,0
C50,F37,0
C50,F38,0
C50,F39,0
C50,F40,0
C50,F41,0
C50,F42,0
C50,F43,0
C50,F44,0
C50,F45,0
C50,F46,0
C50,F47,0
C50,F48,2
C50,F49,0
C50,F50,0
C51,F1,0
C51,F2,0
C51,F3,0
C51,F4,0
C51,F5,0
C51,F6,0
C51,F7,0
C51,F8,0
C51,F9,0
C51,F10,0
C51,F11,0
C51,F12,0
C51,F13,0
C51,F14,0
C51,F15,0
C51,F16,0
C51,F17,0
C51,F18,0
C51,F19,0
C51,F20,0
C51,F21,0
C51,F22,0
C51,F23,0
C51,F24,0
C51,F25,0
C51,F26,0
C51,F27,0
C51,F28,0
C51,F29,0
C51,F30,0
C51,F31,0
C51,F32,0
C51,F33,0
C51,F34,0
C51,F35,0
C51,F36,0
C51,F37,0
C51,F38,0
C51,F39,0
C51,F40,0
C51,F41,0
C51,F42,0
C51,F43,0
C51,F44,0
C51,F45,0
C51,F46,0
C51,F47,0
C51,F48,2
C51,F49,0
C51,F50,0
C52,F1,0
C52,F2,0
C52,F3,0
C52,F4,0
C52,F5,0
C52,F6,0
C52,F7,0
C52,F8,0
C52,F9,0
C52,F10,0
C52,F11,0
C52,F12,0
C52,F13,0
C52,F14,0
C52,F15,0
C52,F16,0
C52,F17,0
C52,F18,0
C52,F19,0
C52,F20,0
C52,F21,0
C52,F22,0
C52,F23,0
C52,F24,0
C52,F25,0
C52,F26,0
C52,F27,0
C52,F28,0
C52,F29,0
C52,F30,0
C52,F31,0
C52,F32,0
C52,F33,0
C52,F34,0
C52,F35,0
C52,F36,0
C52,F37,0
C52,F38,0
C52,F39,0
C52,F40,0
C52,F41,0
C52,F42,0
C52,F43,0
C52,F44,0
C52,F45,0
C52,F46,0
C52,F47,0
C52,F48,2
C52,F49,0
C52,F50,0
C53,F1,0
C53,F2,0
C53,F3,0
C53,F4,0
C53,F5,0
C53,F6,0
C53,F7,0
C53,F8,0
C53,F9,0
C53,F10,0
C53,F11,0
C53,F12,0
C53,F13,0
C53,F14,0
C53,F15,0
C53,F16,0
C53,F17,0
C53,F18,0
C53,F19,0
C53,F20,0
C53,F21,0
C53,F22,0
C53,F23,0
C53,F24,0
C53,F25,0
C53,F26,0
C53,F27,0
C53,F28,0
C53,F29,0
C53,F30,0
C53,F31,0
C53,F32,0
C53,F33,0
C53,F34,0
C53,F35,0
C53,F36,0
C53,F37,0
C53,F38,0
C53,F39,0
C53,F40,0
C53,F41,0
C53,F42,0
C53,F43,0
C53,F44,0
C53,F45,0
C53,F46,0
C53,F47,0
C53,F48,2
C53,F49,0
C53,F50,0
C54,F1,0
C54,F2,0
C54,F3,0
C54,F4,0
C54,F5,0
C54,F6,0
C54,F7,0
C54,F8,0
C54,F9,0
C54,F10,0
C54,F11,0
C54,F12,0
C54,F13,0
C54,F14,0
C54,F15,0
C54,F16,0
C54,F17,0
C54,F18,0
C54,F19,0
C54,F20,0
C54,F21,0
C54,F22,0
C54,F23,0
C54,F24,0
C54,F25,0
C54,F26,0
C54,F27,0
C54,F28,0
C54,F29,0
C54,F30,0
C54,F31,0
C54,F32,0
C54,F33,0
C54,F34,0
C54,F35,0
C54,F36,0
C54,F37,0
C54,F38,0
C54,F39,0
C54,F40,0
C54,F41,0
C54,F42,0
C54,F43,0
C54,F44,0
C54,F45,0
C54,F46,0
C54,F47,0
C54,F48,1
C54,F49,0
C54,F50,0
C55,F1,0
C55,F2,0
C55,F3,0
C55,F4,0
C55,F5,0
C55,F6,0
C55,F7,0
C55,F8,0
C55,F9,0
C55,F10,0
C55,F11,0
C55,F12,0
C55,F13,0
C55,F14,0
C55,F15,0
C55,F16,0
C55,F17,0
C55,F18,0
C55,F19,0
C55,F20,0
C55,F21,0
C55,F22,0
C55,F23,0
C55,F24,0
C55,F25,0
C55,F26,0
C55,F27,0
C55,F28,0
C55,F29,0
C55,F30,0
C55,F31,0
C55,F32,0
C55,F33,0
C55,F34,0
C55,F35,0
C55,F36,0
C55,F37,0
C55,F38,0
C55,F39,0
C55,F40,0
C55,F41,0
C55,F42,0
C55,F43,0
C55,F44,0
C55,F45,0
C55,F46,0
C55,F47,0
C55,F48,7
C55,F49,0
C55,F50,0
C56,F1,0
C56,F2,0
C56,F3,0
C56,F4,0
C56,F5,0
C56,F6,0
C56,F7,0
C56,F8,0
C56,F9,0
C56,F10,0
C56,F11,0
C56,F12,0
C56,F13,0
C56,F14,0
C56,F15,0
C56,F16,0
C56,F17,0
C56,F18,0
C56,F19,0
C56,F20,0
C56,F21,0
C56,F22,0
C56,F23,0
C56,F24,0
C56,F25,0
C56,F26,0
C56,F27,0
C56,F28,0
C56,F29,0
C56,F30,0
C56,F31,0
C56,F32,0
C56,F33,0
C56,F34,0
C56,F35,0
C56,F36,0
C56,F37,0
C56,F38,0
C56,F39,0
C56,F40,0
C56,F41,0
C56,F42,0
C56,F43,0
C56,F44,0
C56,F45,0
C56,F46,0
C56,F47,0
C56,F48,1
C56,F49,0
C56,F50,0
C57,F1,0
C57,F2,0
C57,F3,0
C57,F4,0
C57,F5,0
C57,F6,0
C57,F7,0
C57,F8,0
C57,F9,0
C57,F10,0
C57,F11,0
C57,F12,0
C57,F13,0
C57,F14,0
C57,F15,0
C57,F16,0
C57,F17,0
C57,F18,0
C57,F19,0
C57,F20,0
C57,F21,0
C57,F22,0
C57,F23,0
C57,F24,0
C57,F25,0
C57,F26,0
C57,F27,0
C57,F28,0
C57,F29,0
C57,F30,0
C57,F31,0
C57,F32,0
C57,F33,0
C57,F34,0
C57,F35,0
C57,F36,0
C57,F37,0
C57,F38,0
C57,F39,0
C57,F40,0
C57,F41,0
C57,F42,0
C57,F43,0
C57,F44,0
C57,F45,0
C57,F46,0
C57,F47,0
C57,F48,5
C57,F49,0
C57,F50,0
C58,F1,0
C58,F2,0
C58,F3,0
C58,F4,0
C58,F5,0
C58,F6,0
C58,F7,0
C58,F8,0
C58,F9,0
C58,F10,0
C58,F11,0
C58,F12,0
C58,F13,0
C58,F14,0
C58,F15,0
C58,F16,0
C58,F17,0
C58,F18,0
C58,F19,0
C58,F20,0
C58,F21,0
C58,F22,0
C58,F23,0
C58,F24,0
C58,F25,0
C58,F26,0
C58,F27,0
C58,F28,0
C58,F29,0
C58,F30,0
C58,F31,0
C58,F32,0
C58,F33,0
C58,F34,0
C58,F35,0
C58,F36,0
C58,F37,0
C58,F38,0
C58,F39,0
C58,F40,0
C58,F41,0
C58,F42,0
C58,F43,0
C58,F44,0
C58,F45,0
C58,F46,0
C58,F47,0
C58,F48,2
C58,F49,0
C58,F50,0
C59,F1,0
C59,F2,0
C59,F3,0
C59,F4,0
C59,F5,0
C59,F6,0
C59,F7,0
C59,F8,0
C59,F9,0
C59,F10,0
C59,F11,0
C59,F12,0
C59,F13,0
C59,F14,0
C59,F15,0
C59,F16,0
C59,F17,0
C59,F18,0
C59,F19,0
C59,F20,0
C59,F21,0
C59,F22,0
C59,F23,0
C59,F24,0
C59,F25,0
C59,F26,0
C59,F27,0
C59,F28,0
C59,F29,0
C59,F30,0
C59,F31,0
C59,F32,0
C59,F33,0
C59,F34,0
C59,F35,0
C59,F36,0
C59,F37,0
C59,F38,0
C59,F39,0
C59,F40,0
C59,F41,0
C59,F42,0
C59,F43,0
C59,F44,0
C59,F45,0
C59,F46,0
C59,F47,0
C59,F48,3
C59,F49,0
C59,F50,0
C60,F1,0
C60,F2,0
C60,F3,0
C60,F4,0
C60,F5,0
C60,F6,0
C60,F7,0
C60,F8,0
C60,F9,0
C60,F10,0
C60,F11,0
C60,F12,0
C60,F13,0
C60,F14,0
C60,F15,0
C60,F16,0
C60,F17,0
C60,F18,0
C60,F19,0
C60,F20,0
C60,F21,0
C60,F22,0
C60,F23,0
C60,F24,0
C60,F25,0
C60,F26,0
C60,F27,0
C60,F28,0
C60,F29,0
C60,F30,0
C60,F31,0
C60,F32,0
C60,F33,0
C60,F34,0
C60,F35,0
C60,F36,0
C60,F37,0
C60,F38,0
C60,F39,0
C60,F40,0
C60,F41,0
C60,F42,0
C60,F43,0
C60,F44,0
C60,F45,0
C60,F46,0
C60,F47,0
C60,F48,8
C60,F49,0
C60,F50,0
C61,F1,0
C61,F2,0
C61,F3,0
C61,F4,0
C61,F5,0
C61,F6,0
C61,F7,0
C61,F8,0
C61,F9,0
C61,F10,0
C61,F11,0
C61,F12,0
C61,F13,0
C61,F14,0
C61,F15,0
C61,F16,0
C61,F17,0
C61,F18,0
C61,F19,0
C61,F20,0
C61,F21,0
C61,F22,0
C61,F23,0
C61,F24,0
C61,F25,0
C61,F26,0
C61,F27,0
C61,F28,0
C61,F29,0
C61,F30,0
C61,F31,0
C61,F32,0
C61,F33,2
C61,F34,0
C61,F35,0
C61,F36,0
C61,F37,0
C61,F38,0
C61,F39,0
C61,F40,0
C61,F41,0
C61,F42,0
C61,F43,0
C61,F44,0
C61,F45,0
C61,F46,0
C61,F47,0
C61,F48,0
C61,F49,0
C61,F50,0
C62,F1,0
C62,F2,0
C62,F3,0
C62,F4,0
C62,F5,0
C62,F6,0
C62,F7,0
C62,F8,0
C62,F9,0
C62,F10,0
C62,F11,0
C62,F12,0
C62,F13,0
C62,F14,0
C62,F15,0
C62,F16,0
C62,F17,0
C62,F18,0
C62,F19,0
C62,F20,0
C62,F21,0
C62,F22,0
C62,F23,0
C62,F24,0
C62,F25,0
C62,F26,0
C62,F27,0
C62,F28,0
C62,F29,0
C62,F30,0
C62,F31,0
C62,F32,0
C62,F33,2
C62,F34,0
C62,F35,0
C62,F36,0
C62,F37,0
C62,F38,0
C62,F39,0
C62,F40,0
C62,F41,0
C62,F42,0
C62,F43,0
C62,F44,0
C62,F45,0
C62,F46,0
C62,F47,0
C62,F48,0
C62,F49,0
C62,F50,0
C63,F1,0
C63,F2,0
C63,F3,0
C63,F4,0
C63,F5,0
C63,F6,0
C63,F7,0
C63,F8,0
C63,F9,0
C63,F10,0
C63,F11,0
C63,F12,0
C63,F13,0
C63,F14,0
C63,F15,0
C63,F16,0
C63,F17,0
C63,F18,0
C63,F19,0
C63,F20,0
C63,F21,0
C63,F22,0
C63,F23,0
C63,F24,0
C63,F25,0
C63,F26,0
C63,F27,0
C63,F28,0
C63,F29,0
C63,F30,0
C63,F31,0
C63,F32,0
C63,F33,3
C63,F34,0
C63,F35,0
C63,F36,0
C63,F37,0
C63,F38,0
C63,F39,0
C63,F40,0
C63,F41,0
C63,F42,0
C63,F43,0
C63,F44,0
C63,F45,0
C63,F46,0
C63,F47,0
C63,F48,0
C63,F49,0
C63,F50,0
C64,F1,0
C64,F2,0
C64,F3,0
C64,F4,0
C64,F5,0
C64,F6,0
C64,F7,0
C64,F8,0
C64,F9,0
C64,F10,0
C64,F11,0
C64,F12,0
C64,F13,0
C64,F14,0
C64,F15,0
C64,F16,0
C64,F17,0
C64,F18,0
C64,F19,0
C64,F20,0
C64,F21,0
C64,F22,0
C64,F23,0
C64,F24,0
C64,F25,0
C64,F26,0
C64,F27,0
C64,F28,0
C64,F29,0
C64,F30,0
C64,F31,0
C64,F32,0
C64,F33,0
C64,F34,0
C64,F35,3
C64,F36,0
C64,F37,0
C64,F38,0
C64,F39,0
C64,F40,0
C64,F41,0
C64,F42,0
C64,F43,0
C64,F44,0
C64,F45,0
C64,F46,0
C64,F47,0
C64,F48,0
C64,F49,0
C64,F50,0
C65,F1,0
C65,F2,0
C65,F3,0
C65,F4,0
C65,F5,0
C65,F6,0
C65,F7,0
C65,F8,0
C65,F9,0
C65,F10,0
C65,F11,0
C65,F12,0
C65,F13,0
C65,F14,0
C65,F15,0
C65,F16,0
C65,F17,0
C65,F18,0
C65,F19,0
C65,F20,0
C65,F21,0
C65,F22,0
C65,F23,0
C65,F24,0
C65,F25,0
C65,F26,0
C65,F27,0
C65,F28,0
C65,F29,0
C65,F30,0
C65,F31,0
C65,F32,0
C65,F33,0
C65,F34,0
C65,F35,2
C65,F36,0
C65,F37,0
C65,F38,0
C65,F39,0
C65,F40,0
C65,F41,0
C65,F42,0
C65,F43,0
C65,F44,0
C65,F45,0
C65,F46,0
C65,F47,0
C65,F48,0
C65,F49,0
C65,F50,0
C66,F1,0
C66,F2,0
C66,F3,0
C66,F4,0
C66,F5,0
C66,F6,0
C66,F7,0
C66,F8,0
C66,F9,0
C66,F10,0
C66,F11,0
C66,F12,0
C66,F13,0
C66,F14,0
C66,F15,0
C66,F16,0
C66,F17,0
C66,F18,0
C66,F19,0
C66,F20,0
C66,F21,0
C66,F22,0
C66,F23,0
C66,F24,0
C66,F25,0
C66,F26,0
C66,F27,0
C66,F28,0
C66,F29,0
C66,F30,0
C66,F31,0
C66,F32,0
C66,F33,2
C66,F34,0
C66,F35,0
C66,F36,0
C66,F37,0
C66,F38,0
C66,F39,0
C66,F40,0
C66,F41,0
C66,F42,0
C66,F43,0
C66,F44,0
C66,F45,0
C66,F46,0
C66,F47,0
C66,F48,0
C66,F49,0
C66,F50,0
C67,F1,0
C67,F2,0
C67,F3,0
C67,F4,0
C67,F5,0
C67,F6,0
C67,F7,0
C67,F8,0
C67,F9,0
C67,F10,0
C67,F11,0
C67,F12,0
C67,F13,0
C67,F14,0
C67,F15,0
C67,F16,0
C67,F17,0
C67,F18,0
C67,F19,0
C67,F20,0
C67,F21,0
C67,F22,0
C67,F23,0
C67,F24,0
C67,F25,0
C67,F26,0
C67,F27,0
C67,F28,0
C67,F29,0
C67,F30,0
C67,F31,0
C67,F32,0
C67,F33,2
C67,F34,0
C67,F35,0
C67,F36,0
C67,F37,0
C67,F38,0
C67,F39,0
C67,F40,0
C67,F41,0
C67,F42,0
C67,F43,0
C67,F44,0
C67,F45,0
C67,F46,0
C67,F47,0
C67,F48,0
C67,F49,0
C67,F50,0
C68,F1,0
C68,F2,0
C68,F3,0
C68,F4,0
C68,F5,0
C68,F6,0
C68,F7,0
C68,F8,0
C68,F9,0
C68,F10,0
C68,F11,0
C68,F12,0
C68,F13,0
C68,F14,0
C68,F15,0
C68,F16,0
C68,F17,0
C68,F18,0
C68,F19,0
C68,F20,0
C68,F21,0
C68,F22,0
C68,F23,0
C68,F24,0
C68,F25,0
C68,F26,0
C68,F27,0
C68,F28,0
C68,F29,0
C68,F30,0
C68,F31,0
C68,F32,0
C68,F33,0
C68,F34,0
C68,F35,124
C68,F36,0
C68,F37,0
C68,F38,0
C68,F39,0
C68,F40,0
C68,F41,0
C68,F42,0
C68,F43,0
C68,F44,0
C68,F45,0
C68,F46,0
C68,F47,0
C68,F48,0
C68,F49,0
C68,F50,0
C69,F1,0
C69,F2,0
C69,F3,0
C69,F4,0
C69,F5,0
C69,F6,0
C69,F7,0
C69,F8,0
C69,F9,0
C69,F10,0
C69,F11,0
C69,F12,0
C69,F13,0
C69,F14,0
C69,F15,0
C69,F16,0
C69,F17,0
C69,F18,0
C69,F19,0
C69,F20,0
C69,F21,0
C69,F22,0
C69,F23,0
C69,F24,0
C69,F25,0
C69,F26,0
C69,F27,0
C69,F28,0
C69,F29,0
C69,F30,0
C69,F31,0
C69,F32,0
C69,F33,0
C69,F34,0
C69,F35,400
C69,F36,0
C69,F37,0
C69,F38,0
C69,F39,0
C69,F40,0
C69,F41,0
C69,F42,0
C69,F43,0
C69,F44,0
C69,F45,0
C69,F46,0
C69,F47,0
C69,F48,0
C69,F49,0
C69,F50,0
C70,F1,0
C70,F2,0
C70,F3,0
C70,F4,0
C70,F5,0
C70,F6,0
C70,F7,0
C70,F8,0
C70,F9,0
C70,F10,0
C70,F11,0
C70,F12,0
C70,F13,0
C70,F14,0
C70,F15,0
C70,F16,0
C70,F17,0
C70,F18,0
C70,F19,0
C70,F20,0
C70,F21,0
C70,F22,0
C70,F23,0
C70,F24,0
C70,F25,0
C70,F26,0
C70,F27,0
C70,F28,0
C70,F29,0
C70,F30,0
C70,F31,0
C70,F32,0
C70,F33,0
C70,F34,0
C70,F35,2
C70,F36,0
C70,F37,0
C70,F38,0
C70,F39,0
