학교 id,공급_X,공급_Y,수요지 id,수요_X,수요_Y,위도_범위,경도_범위,공장_개수
F1,126.54392107334832,37.46729212308389,C61,126.5395048,37.5147824,"[37.46729212308389, 37.5147824]","[126.5395048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C62,126.5415048,37.5097824,"[37.46729212308389, 37.5097824]","[126.5415048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C63,126.5435048,37.4947824,"[37.46729212308389, 37.4947824]","[126.5435048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C64,126.5445048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5445048]",0
F1,126.54392107334832,37.46729212308389,C65,126.5445048,37.49378239999999,"[37.46729212308389, 37.49378239999999]","[126.54392107334832, 126.5445048]",0
F1,126.54392107334832,37.46729212308389,C66,126.5465048,37.4957824,"[37.46729212308389, 37.4957824]","[126.54392107334832, 126.5465048]",0
F1,126.54392107334832,37.46729212308389,C67,126.5475048,37.4977824,"[37.46729212308389, 37.4977824]","[126.54392107334832, 126.5475048]",0
F1,126.54392107334832,37.46729212308389,C68,126.5485048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C69,126.5485048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C70,126.5485048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C71,126.5485048,37.4987824,"[37.46729212308389, 37.4987824]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C72,126.5495048,37.4957824,"[37.46729212308389, 37.4957824]","[126.54392107334832, 126.5495048]",0
F1,126.54392107334832,37.46729212308389,C73,126.5495048,37.4967824,"[37.46729212308389, 37.4967824]","[126.54392107334832, 126.5495048]",0
F1,126.54392107334832,37.46729212308389,C74,126.5505048,37.4967824,"[37.46729212308389, 37.4967824]","[126.54392107334832, 126.5505048]",1
F1,126.54392107334832,37.46729212308389,C75,126.5515048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5515048]",0
F1,126.54392107334832,37.46729212308389,C76,126.5515048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5515048]",0
F1,126.54392107334832,37.46729212308389,C77,126.5535048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5535048]",0
F1,126.54392107334832,37.46729212308389,C78,126.5545048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.5545048]",0
F1,126.54392107334832,37.46729212308389,C79,126.5545048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5545048]",0
F1,126.54392107334832,37.46729212308389,C80,126.5555048,37.5007824,"[37.46729212308389, 37.5007824]","[126.54392107334832, 126.5555048]",1
F1,126.54392107334832,37.46729212308389,C81,126.5555048,37.5037824,"[37.46729212308389, 37.5037824]","[126.54392107334832, 126.5555048]",1
F1,126.54392107334832,37.46729212308389,C82,126.5565048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.5565048]",0
F1,126.54392107334832,37.46729212308389,C83,126.5565048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5565048]",0
F1,126.54392107334832,37.46729212308389,C84,126.5585048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5585048]",0
F1,126.54392107334832,37.46729212308389,C85,126.5595048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5595048]",0
F1,126.54392107334832,37.46729212308389,C86,126.5605048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5605048]",0
F1,126.54392107334832,37.46729212308389,C87,126.5635048,37.4917824,"[37.46729212308389, 37.4917824]","[126.54392107334832, 126.5635048]",0
F1,126.54392107334832,37.46729212308389,C88,126.5635048,37.5007824,"[37.46729212308389, 37.5007824]","[126.54392107334832, 126.5635048]",1
F1,126.54392107334832,37.46729212308389,C89,126.5655048,37.4897824,"[37.46729212308389, 37.4897824]","[126.54392107334832, 126.5655048]",0
F1,126.54392107334832,37.46729212308389,C90,126.5675048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5675048]",0
F1,126.54392107334832,37.46729212308389,C91,126.5675048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5675048]",1
F1,126.54392107334832,37.46729212308389,C92,126.5685048,37.5017824,"[37.46729212308389, 37.5017824]","[126.54392107334832, 126.5685048]",1
F1,126.54392107334832,37.46729212308389,C93,126.5705048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5705048]",1
F1,126.54392107334832,37.46729212308389,C94,126.5975048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.5975048]",0
F1,126.54392107334832,37.46729212308389,C95,126.5985048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.5985048]",0
F1,126.54392107334832,37.46729212308389,C96,126.5985048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.5985048]",1
F1,126.54392107334832,37.46729212308389,C97,126.5995048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.5995048]",0
F1,126.54392107334832,37.46729212308389,C98,126.5995048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.5995048]",1
F1,126.54392107334832,37.46729212308389,C99,126.6015048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6015048]",1
F1,126.54392107334832,37.46729212308389,C100,126.6025048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6025048]",12
F1,126.54392107334832,37.46729212308389,C101,126.6035048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6035048]",13
F1,126.54392107334832,37.46729212308389,C102,126.6065048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6065048]",15
F1,126.54392107334832,37.46729212308389,C103,126.6155048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6155048]",1
F1,126.54392107334832,37.46729212308389,C104,126.6175048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6175048]",1
F1,126.54392107334832,37.46729212308389,C105,126.6175048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6175048]",2
F1,126.54392107334832,37.46729212308389,C106,126.6175048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6175048]",9
F1,126.54392107334832,37.46729212308389,C107,126.6185048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6185048]",1
F1,126.54392107334832,37.46729212308389,C108,126.6185048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6185048]",1
F1,126.54392107334832,37.46729212308389,C109,126.6185048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6185048]",2
F1,126.54392107334832,37.46729212308389,C110,126.6195048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6195048]",1
F1,126.54392107334832,37.46729212308389,C111,126.6195048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6195048]",1
F1,126.54392107334832,37.46729212308389,C112,126.6195048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6195048]",2
F1,126.54392107334832,37.46729212308389,C113,126.6195048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6195048]",5
F1,126.54392107334832,37.46729212308389,C114,126.6195048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6195048]",7
F1,126.54392107334832,37.46729212308389,C115,126.6195048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6195048]",9
F1,126.54392107334832,37.46729212308389,C116,126.6205048,37.4487824,"[37.4487824, 37.46729212308389]","[126.54392107334832, 126.6205048]",35
F1,126.54392107334832,37.46729212308389,C117,126.6205048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6205048]",0
F1,126.54392107334832,37.46729212308389,C118,126.6205048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6205048]",2
F1,126.54392107334832,37.46729212308389,C119,126.6205048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6205048]",3
F1,126.54392107334832,37.46729212308389,C120,126.6205048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6205048]",6
F1,126.54392107334832,37.46729212308389,C121,126.6205048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6205048]",9
F1,126.54392107334832,37.46729212308389,C122,126.6205048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6205048]",9
F1,126.54392107334832,37.46729212308389,C123,126.6205048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6205048]",10
F1,126.54392107334832,37.46729212308389,C124,126.6215048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6215048]",4
F1,126.54392107334832,37.46729212308389,C125,126.6215048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6215048]",5
F1,126.54392107334832,37.46729212308389,C126,126.6215048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6215048]",8
F1,126.54392107334832,37.46729212308389,C127,126.6215048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6215048]",11
F1,126.54392107334832,37.46729212308389,C128,126.6215048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6215048]",20
F1,126.54392107334832,37.46729212308389,C129,126.6225048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6225048]",2
F1,126.54392107334832,37.46729212308389,C130,126.6225048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6225048]",10
F1,126.54392107334832,37.46729212308389,C131,126.6225048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6225048]",11
F1,126.54392107334832,37.46729212308389,C132,126.6225048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6225048]",11
F1,126.54392107334832,37.46729212308389,C133,126.6225048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6225048]",20
F1,126.54392107334832,37.46729212308389,C134,126.6225048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.6225048]",25
F1,126.54392107334832,37.46729212308389,C135,126.6235048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6235048]",10
F1,126.54392107334832,37.46729212308389,C136,126.6235048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6235048]",11
F1,126.54392107334832,37.46729212308389,C137,126.6235048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6235048]",11
F1,126.54392107334832,37.46729212308389,C138,126.6245048,37.4467824,"[37.4467824, 37.46729212308389]","[126.54392107334832, 126.6245048]",35
F1,126.54392107334832,37.46729212308389,C139,126.6245048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6245048]",2
F1,126.54392107334832,37.46729212308389,C140,126.6245048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6245048]",10
F1,126.54392107334832,37.46729212308389,C141,126.6245048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6245048]",11
F1,126.54392107334832,37.46729212308389,C142,126.6245048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6245048]",11
F1,126.54392107334832,37.46729212308389,C143,126.6245048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6245048]",20
F1,126.54392107334832,37.46729212308389,C144,126.6255048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6255048]",2
F1,126.54392107334832,37.46729212308389,C145,126.6255048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6255048]",3
F1,126.54392107334832,37.46729212308389,C146,126.6255048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6255048]",4
F1,126.54392107334832,37.46729212308389,C147,126.6255048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6255048]",4
F1,126.54392107334832,37.46729212308389,C148,126.6255048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6255048]",10
F1,126.54392107334832,37.46729212308389,C149,126.6255048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6255048]",11
F1,126.54392107334832,37.46729212308389,C150,126.6255048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6255048]",12
F1,126.54392107334832,37.46729212308389,C151,126.6255048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6255048]",18
F1,126.54392107334832,37.46729212308389,C152,126.6255048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6255048]",24
F1,126.54392107334832,37.46729212308389,C153,126.6265048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6265048]",2
F1,126.54392107334832,37.46729212308389,C154,126.6265048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6265048]",4
F1,126.54392107334832,37.46729212308389,C155,126.6265048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6265048]",8
F1,126.54392107334832,37.46729212308389,C156,126.6265048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6265048]",10
F1,126.54392107334832,37.46729212308389,C157,126.6265048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6265048]",11
F1,126.54392107334832,37.46729212308389,C158,126.6265048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6265048]",13
F1,126.54392107334832,37.46729212308389,C159,126.6265048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6265048]",19
F1,126.54392107334832,37.46729212308389,C160,126.6265048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6265048]",25
F1,126.54392107334832,37.46729212308389,C161,126.6275048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6275048]",0
F1,126.54392107334832,37.46729212308389,C162,126.6275048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6275048]",2
F1,126.54392107334832,37.46729212308389,C163,126.6275048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6275048]",2
F1,126.54392107334832,37.46729212308389,C164,126.6275048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6275048]",3
F1,126.54392107334832,37.46729212308389,C165,126.6275048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6275048]",4
F1,126.54392107334832,37.46729212308389,C166,126.6275048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6275048]",4
F1,126.54392107334832,37.46729212308389,C167,126.6275048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6275048]",8
F1,126.54392107334832,37.46729212308389,C168,126.6275048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6275048]",10
F1,126.54392107334832,37.46729212308389,C169,126.6275048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6275048]",11
F1,126.54392107334832,37.46729212308389,C170,126.6275048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6275048]",19
F1,126.54392107334832,37.46729212308389,C171,126.6285048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6285048]",0
F1,126.54392107334832,37.46729212308389,C172,126.6285048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6285048]",0
F1,126.54392107334832,37.46729212308389,C173,126.6285048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6285048]",4
F1,126.54392107334832,37.46729212308389,C174,126.6285048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6285048]",5
F1,126.54392107334832,37.46729212308389,C175,126.6285048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6285048]",8
F1,126.54392107334832,37.46729212308389,C176,126.6285048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6285048]",11
F1,126.54392107334832,37.46729212308389,C177,126.6285048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6285048]",13
F1,126.54392107334832,37.46729212308389,C178,126.6295048,37.4657824,"[37.4657824, 37.46729212308389]","[126.54392107334832, 126.6295048]",0
F1,126.54392107334832,37.46729212308389,C179,126.6295048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6295048]",0
F1,126.54392107334832,37.46729212308389,C180,126.6295048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6295048]",0
F1,126.54392107334832,37.46729212308389,C181,126.6295048,37.4697824,"[37.46729212308389, 37.4697824]","[126.54392107334832, 126.6295048]",0
F1,126.54392107334832,37.46729212308389,C182,126.6295048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6295048]",1
F1,126.54392107334832,37.46729212308389,C183,126.6295048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6295048]",4
F1,126.54392107334832,37.46729212308389,C184,126.6295048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6295048]",5
F1,126.54392107334832,37.46729212308389,C185,126.6295048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6295048]",8
F1,126.54392107334832,37.46729212308389,C186,126.6295048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6295048]",11
F1,126.54392107334832,37.46729212308389,C187,126.6295048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6295048]",11
F1,126.54392107334832,37.46729212308389,C188,126.6295048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6295048]",13
F1,126.54392107334832,37.46729212308389,C189,126.6295048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6295048]",20
F1,126.54392107334832,37.46729212308389,C190,126.6295048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6295048]",26
F1,126.54392107334832,37.46729212308389,C191,126.6305048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6305048]",0
F1,126.54392107334832,37.46729212308389,C192,126.6305048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6305048]",0
F1,126.54392107334832,37.46729212308389,C193,126.6305048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6305048]",1
