학교 id,공급_X,공급_Y,수요지 id,수요_X,수요_Y,위도_범위,경도_범위,CCTV_개수
F1,126.54392107334832,37.46729212308389,C45,126.5215048,37.5087824,"[37.46729212308389, 37.5087824]","[126.5215048, 126.54392107334832]",41
F1,126.54392107334832,37.46729212308389,C46,126.5255048,37.5097824,"[37.46729212308389, 37.5097824]","[126.5255048, 126.54392107334832]",40
F1,126.54392107334832,37.46729212308389,C47,126.5295048,37.5077824,"[37.46729212308389, 37.5077824]","[126.5295048, 126.54392107334832]",35
F1,126.54392107334832,37.46729212308389,C48,126.5315048,37.4887824,"[37.46729212308389, 37.4887824]","[126.5315048, 126.54392107334832]",1
F1,126.54392107334832,37.46729212308389,C49,126.5325048,37.5067824,"[37.46729212308389, 37.5067824]","[126.5325048, 126.54392107334832]",25
F1,126.54392107334832,37.46729212308389,C50,126.5325048,37.5087824,"[37.46729212308389, 37.5087824]","[126.5325048, 126.54392107334832]",25
F1,126.54392107334832,37.46729212308389,C51,126.5335048,37.5047824,"[37.46729212308389, 37.5047824]","[126.5335048, 126.54392107334832]",24
F1,126.54392107334832,37.46729212308389,C52,126.5335048,37.5057824,"[37.46729212308389, 37.5057824]","[126.5335048, 126.54392107334832]",24
F1,126.54392107334832,37.46729212308389,C53,126.5345048,37.5047824,"[37.46729212308389, 37.5047824]","[126.5345048, 126.54392107334832]",24
F1,126.54392107334832,37.46729212308389,C54,126.5355048,37.48778239999999,"[37.46729212308389, 37.48778239999999]","[126.5355048, 126.54392107334832]",1
F1,126.54392107334832,37.46729212308389,C55,126.5365048,37.4957824,"[37.46729212308389, 37.4957824]","[126.5365048, 126.54392107334832]",8
F1,126.54392107334832,37.46729212308389,C56,126.5375048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.5375048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C57,126.5375048,37.4957824,"[37.46729212308389, 37.4957824]","[126.5375048, 126.54392107334832]",7
F1,126.54392107334832,37.46729212308389,C58,126.5385048,37.4957824,"[37.46729212308389, 37.4957824]","[126.5385048, 126.54392107334832]",6
F1,126.54392107334832,37.46729212308389,C59,126.5395048,37.49378239999999,"[37.46729212308389, 37.49378239999999]","[126.5395048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C60,126.5395048,37.4957824,"[37.46729212308389, 37.4957824]","[126.5395048, 126.54392107334832]",5
F1,126.54392107334832,37.46729212308389,C61,126.5395048,37.5147824,"[37.46729212308389, 37.5147824]","[126.5395048, 126.54392107334832]",14
F1,126.54392107334832,37.46729212308389,C62,126.5415048,37.5097824,"[37.46729212308389, 37.5097824]","[126.5415048, 126.54392107334832]",7
F1,126.54392107334832,37.46729212308389,C63,126.5435048,37.4947824,"[37.46729212308389, 37.4947824]","[126.5435048, 126.54392107334832]",0
F1,126.54392107334832,37.46729212308389,C64,126.5445048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5445048]",0
F1,126.54392107334832,37.46729212308389,C65,126.5445048,37.49378239999999,"[37.46729212308389, 37.49378239999999]","[126.54392107334832, 126.5445048]",0
F1,126.54392107334832,37.46729212308389,C66,126.5465048,37.4957824,"[37.46729212308389, 37.4957824]","[126.54392107334832, 126.5465048]",0
F1,126.54392107334832,37.46729212308389,C67,126.5475048,37.4977824,"[37.46729212308389, 37.4977824]","[126.54392107334832, 126.5475048]",0
F1,126.54392107334832,37.46729212308389,C68,126.5485048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C69,126.5485048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C70,126.5485048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5485048]",0
F1,126.54392107334832,37.46729212308389,C71,126.5485048,37.4987824,"[37.46729212308389, 37.4987824]","[126.54392107334832, 126.5485048]",1
F1,126.54392107334832,37.46729212308389,C72,126.5495048,37.4957824,"[37.46729212308389, 37.4957824]","[126.54392107334832, 126.5495048]",0
F1,126.54392107334832,37.46729212308389,C73,126.5495048,37.4967824,"[37.46729212308389, 37.4967824]","[126.54392107334832, 126.5495048]",0
F1,126.54392107334832,37.46729212308389,C74,126.5505048,37.4967824,"[37.46729212308389, 37.4967824]","[126.54392107334832, 126.5505048]",0
F1,126.54392107334832,37.46729212308389,C75,126.5515048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5515048]",0
F1,126.54392107334832,37.46729212308389,C76,126.5515048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5515048]",1
F1,126.54392107334832,37.46729212308389,C77,126.5535048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5535048]",0
F1,126.54392107334832,37.46729212308389,C78,126.5545048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.5545048]",0
F1,126.54392107334832,37.46729212308389,C79,126.5545048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5545048]",2
F1,126.54392107334832,37.46729212308389,C80,126.5555048,37.5007824,"[37.46729212308389, 37.5007824]","[126.54392107334832, 126.5555048]",12
F1,126.54392107334832,37.46729212308389,C81,126.5555048,37.5037824,"[37.46729212308389, 37.5037824]","[126.54392107334832, 126.5555048]",15
F1,126.54392107334832,37.46729212308389,C82,126.5565048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.5565048]",0
F1,126.54392107334832,37.46729212308389,C83,126.5565048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5565048]",2
F1,126.54392107334832,37.46729212308389,C84,126.5585048,37.49078239999999,"[37.46729212308389, 37.49078239999999]","[126.54392107334832, 126.5585048]",2
F1,126.54392107334832,37.46729212308389,C85,126.5595048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.5595048]",0
F1,126.54392107334832,37.46729212308389,C86,126.5605048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5605048]",6
F1,126.54392107334832,37.46729212308389,C87,126.5635048,37.4917824,"[37.46729212308389, 37.4917824]","[126.54392107334832, 126.5635048]",10
F1,126.54392107334832,37.46729212308389,C88,126.5635048,37.5007824,"[37.46729212308389, 37.5007824]","[126.54392107334832, 126.5635048]",22
F1,126.54392107334832,37.46729212308389,C89,126.5655048,37.4897824,"[37.46729212308389, 37.4897824]","[126.54392107334832, 126.5655048]",10
F1,126.54392107334832,37.46729212308389,C90,126.5675048,37.4927824,"[37.46729212308389, 37.4927824]","[126.54392107334832, 126.5675048]",13
F1,126.54392107334832,37.46729212308389,C91,126.5675048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5675048]",14
F1,126.54392107334832,37.46729212308389,C92,126.5685048,37.5017824,"[37.46729212308389, 37.5017824]","[126.54392107334832, 126.5685048]",30
F1,126.54392107334832,37.46729212308389,C93,126.5705048,37.4947824,"[37.46729212308389, 37.4947824]","[126.54392107334832, 126.5705048]",15
F1,126.54392107334832,37.46729212308389,C94,126.5975048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.5975048]",2
F1,126.54392107334832,37.46729212308389,C95,126.5985048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.5985048]",4
F1,126.54392107334832,37.46729212308389,C96,126.5985048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.5985048]",8
F1,126.54392107334832,37.46729212308389,C97,126.5995048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.5995048]",4
F1,126.54392107334832,37.46729212308389,C98,126.5995048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.5995048]",10
F1,126.54392107334832,37.46729212308389,C99,126.6015048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6015048]",55
F1,126.54392107334832,37.46729212308389,C100,126.6025048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6025048]",5
F1,126.54392107334832,37.46729212308389,C101,126.6035048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6035048]",6
F1,126.54392107334832,37.46729212308389,C102,126.6065048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6065048]",22
F1,126.54392107334832,37.46729212308389,C103,126.6155048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6155048]",58
F1,126.54392107334832,37.46729212308389,C104,126.6175048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6175048]",62
F1,126.54392107334832,37.46729212308389,C105,126.6175048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6175048]",66
F1,126.54392107334832,37.46729212308389,C106,126.6175048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6175048]",71
F1,126.54392107334832,37.46729212308389,C107,126.6185048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6185048]",62
F1,126.54392107334832,37.46729212308389,C108,126.6185048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6185048]",67
F1,126.54392107334832,37.46729212308389,C109,126.6185048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6185048]",73
F1,126.54392107334832,37.46729212308389,C110,126.6195048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6195048]",64
F1,126.54392107334832,37.46729212308389,C111,126.6195048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6195048]",70
F1,126.54392107334832,37.46729212308389,C112,126.6195048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6195048]",79
F1,126.54392107334832,37.46729212308389,C113,126.6195048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6195048]",89
F1,126.54392107334832,37.46729212308389,C114,126.6195048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6195048]",92
F1,126.54392107334832,37.46729212308389,C115,126.6195048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6195048]",97
F1,126.54392107334832,37.46729212308389,C116,126.6205048,37.4487824,"[37.4487824, 37.46729212308389]","[126.54392107334832, 126.6205048]",32
F1,126.54392107334832,37.46729212308389,C117,126.6205048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6205048]",49
F1,126.54392107334832,37.46729212308389,C118,126.6205048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6205048]",77
F1,126.54392107334832,37.46729212308389,C119,126.6205048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6205048]",88
F1,126.54392107334832,37.46729212308389,C120,126.6205048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6205048]",99
F1,126.54392107334832,37.46729212308389,C121,126.6205048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6205048]",102
F1,126.54392107334832,37.46729212308389,C122,126.6205048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6205048]",108
F1,126.54392107334832,37.46729212308389,C123,126.6205048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6205048]",113
F1,126.54392107334832,37.46729212308389,C124,126.6215048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6215048]",84
F1,126.54392107334832,37.46729212308389,C125,126.6215048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6215048]",98
F1,126.54392107334832,37.46729212308389,C126,126.6215048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6215048]",111
F1,126.54392107334832,37.46729212308389,C127,126.6215048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6215048]",115
F1,126.54392107334832,37.46729212308389,C128,126.6215048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6215048]",146
F1,126.54392107334832,37.46729212308389,C129,126.6225048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6225048]",47
F1,126.54392107334832,37.46729212308389,C130,126.6225048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6225048]",124
F1,126.54392107334832,37.46729212308389,C131,126.6225048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6225048]",125
F1,126.54392107334832,37.46729212308389,C132,126.6225048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6225048]",135
F1,126.54392107334832,37.46729212308389,C133,126.6225048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6225048]",160
F1,126.54392107334832,37.46729212308389,C134,126.6225048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.6225048]",162
F1,126.54392107334832,37.46729212308389,C135,126.6235048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6235048]",133
F1,126.54392107334832,37.46729212308389,C136,126.6235048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6235048]",135
F1,126.54392107334832,37.46729212308389,C137,126.6235048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6235048]",147
F1,126.54392107334832,37.46729212308389,C138,126.6245048,37.4467824,"[37.4467824, 37.46729212308389]","[126.54392107334832, 126.6245048]",38
F1,126.54392107334832,37.46729212308389,C139,126.6245048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6245048]",54
F1,126.54392107334832,37.46729212308389,C140,126.6245048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6245048]",141
F1,126.54392107334832,37.46729212308389,C141,126.6245048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6245048]",145
F1,126.54392107334832,37.46729212308389,C142,126.6245048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6245048]",160
F1,126.54392107334832,37.46729212308389,C143,126.6245048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6245048]",182
F1,126.54392107334832,37.46729212308389,C144,126.6255048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6255048]",64
F1,126.54392107334832,37.46729212308389,C145,126.6255048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6255048]",84
F1,126.54392107334832,37.46729212308389,C146,126.6255048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6255048]",105
F1,126.54392107334832,37.46729212308389,C147,126.6255048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6255048]",118
F1,126.54392107334832,37.46729212308389,C148,126.6255048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6255048]",161
F1,126.54392107334832,37.46729212308389,C149,126.6255048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6255048]",168
F1,126.54392107334832,37.46729212308389,C150,126.6255048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6255048]",191
F1,126.54392107334832,37.46729212308389,C151,126.6255048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6255048]",202
F1,126.54392107334832,37.46729212308389,C152,126.6255048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6255048]",206
F1,126.54392107334832,37.46729212308389,C153,126.6265048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6265048]",71
F1,126.54392107334832,37.46729212308389,C154,126.6265048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6265048]",115
F1,126.54392107334832,37.46729212308389,C155,126.6265048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6265048]",162
F1,126.54392107334832,37.46729212308389,C156,126.6265048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6265048]",175
F1,126.54392107334832,37.46729212308389,C157,126.6265048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6265048]",182
F1,126.54392107334832,37.46729212308389,C158,126.6265048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6265048]",205
F1,126.54392107334832,37.46729212308389,C159,126.6265048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6265048]",220
F1,126.54392107334832,37.46729212308389,C160,126.6265048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6265048]",231
F1,126.54392107334832,37.46729212308389,C161,126.6275048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6275048]",2
F1,126.54392107334832,37.46729212308389,C162,126.6275048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6275048]",76
F1,126.54392107334832,37.46729212308389,C163,126.6275048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6275048]",85
F1,126.54392107334832,37.46729212308389,C164,126.6275048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6275048]",100
F1,126.54392107334832,37.46729212308389,C165,126.6275048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6275048]",124
F1,126.54392107334832,37.46729212308389,C166,126.6275048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6275048]",140
F1,126.54392107334832,37.46729212308389,C167,126.6275048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6275048]",176
F1,126.54392107334832,37.46729212308389,C168,126.6275048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6275048]",193
F1,126.54392107334832,37.46729212308389,C169,126.6275048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6275048]",202
F1,126.54392107334832,37.46729212308389,C170,126.6275048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6275048]",249
F1,126.54392107334832,37.46729212308389,C171,126.6285048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6285048]",2
F1,126.54392107334832,37.46729212308389,C172,126.6285048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6285048]",1
F1,126.54392107334832,37.46729212308389,C173,126.6285048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6285048]",139
F1,126.54392107334832,37.46729212308389,C174,126.6285048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6285048]",178
F1,126.54392107334832,37.46729212308389,C175,126.6285048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6285048]",199
F1,126.54392107334832,37.46729212308389,C176,126.6285048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6285048]",232
F1,126.54392107334832,37.46729212308389,C177,126.6285048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6285048]",264
F1,126.54392107334832,37.46729212308389,C178,126.6295048,37.4657824,"[37.4657824, 37.46729212308389]","[126.54392107334832, 126.6295048]",2
F1,126.54392107334832,37.46729212308389,C179,126.6295048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6295048]",1
F1,126.54392107334832,37.46729212308389,C180,126.6295048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6295048]",7
F1,126.54392107334832,37.46729212308389,C181,126.6295048,37.4697824,"[37.46729212308389, 37.4697824]","[126.54392107334832, 126.6295048]",14
F1,126.54392107334832,37.46729212308389,C182,126.6295048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6295048]",79
F1,126.54392107334832,37.46729212308389,C183,126.6295048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6295048]",180
F1,126.54392107334832,37.46729212308389,C184,126.6295048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6295048]",200
F1,126.54392107334832,37.46729212308389,C185,126.6295048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6295048]",221
F1,126.54392107334832,37.46729212308389,C186,126.6295048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6295048]",259
F1,126.54392107334832,37.46729212308389,C187,126.6295048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6295048]",285
F1,126.54392107334832,37.46729212308389,C188,126.6295048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6295048]",297
F1,126.54392107334832,37.46729212308389,C189,126.6295048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6295048]",316
F1,126.54392107334832,37.46729212308389,C190,126.6295048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6295048]",332
F1,126.54392107334832,37.46729212308389,C191,126.6305048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6305048]",2
F1,126.54392107334832,37.46729212308389,C192,126.6305048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6305048]",3
F1,126.54392107334832,37.46729212308389,C193,126.6305048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6305048]",85
