1번째 칼럼,2번째 칼럼,3번째 칼럼,4번째 칼럼,5번째 칼럼,6번째 칼럼,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
2441,동구,만석초등학교,인천광역시 동구 제물량로 413 버스정류장,사물주소 확정,2021-11-25,인천광역시 동구 제물량로 413 버스정류장,126.6270785,37.4844369,인근좌표,28140,새주소,인천광역시 동구 제물량로  413,인천광역시 동구,NULL,,,,
2442,동구,창영어린이공원,인천광역시 동구 우각로 30 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 우각로 30 버스정류장,126.6394353,37.4708033,인근좌표,28140,새주소,인천광역시 동구 우각로  30,인천광역시 동구,NULL,,,,
2443,동구,참좋은집,인천광역시 동구 방축로62번길 37 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 방축로62번길 37 버스정류장,126.6521679,37.4831941,정좌표,2.81401E+18,새주소,인천광역시 동구 방축로62번길 37,인천광역시 동구 송림동 8-26,22529,2814063000,송림6동,2814010700,송림동
2444,동구,참좋은집,인천광역시 동구 방축로62번길 38 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 방축로62번길 38 버스정류장,126.6513868,37.483879,정좌표,2.81401E+18,새주소,인천광역시 동구 방축로62번길 38,인천광역시 동구 송림동 8-810,22529,2814063000,송림6동,2814010700,송림동
2445,동구,인천재능대후문,인천광역시 동구 재능로 167 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 167 버스정류장,126.6496466,37.4762815,인근좌표,28140,새주소,인천광역시 동구 재능로  167,인천광역시 동구,NULL,,,,
2446,동구,인천재능대후문,인천광역시 동구 재능로 176 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 176 버스정류장,126.6496466,37.4762815,인근좌표,28140,새주소,인천광역시 동구 재능로  176,인천광역시 동구,NULL,,,,
2447,동구,인천재능대정문,인천광역시 동구 재능로 133 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 133 버스정류장,126.6503425,37.4740459,도로중심좌표,28140,새주소,인천광역시 동구 재능로  133,인천광역시 동구,NULL,,,,
2448,동구,인천재능대정문,인천광역시 동구 재능로 140 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 140 버스정류장,126.6503425,37.4740459,도로중심좌표,28140,새주소,인천광역시 동구 재능로  140,인천광역시 동구,NULL,,,,
2449,동구,인천세무서후문,인천광역시 동구 샛골로 89 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 샛골로 89 버스정류장,126.6424435,37.4707388,정좌표,2.81401E+18,새주소,인천광역시 동구 샛골로 89,인천광역시 동구 금곡동 60-13,22562,2814064000,금창동,2814010600,금곡동
2450,동구,인천세무서,인천광역시 동구 우각로 78 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 우각로 78 버스정류장,126.6418187,37.4702811,정좌표,2.81401E+18,새주소,인천광역시 동구 우각로 78,인천광역시 동구 창영동 132,22565,2814064000,금창동,2814010500,창영동
2451,동구,송현주공아파트후문,인천광역시 동구 샛골로 233 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 샛골로 233 버스정류장,126.644083,37.482606,인근좌표,28140,새주소,인천광역시 동구 샛골로  233,인천광역시 동구,NULL,,,,
2452,동구,송림휴먼시아정문,인천광역시 동구 송향로35번길 3 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 송향로35번길 3 버스정류장,126.6518458,37.4822444,도로중심좌표,28140,새주소,인천광역시 동구 송향로35번길  3,인천광역시 동구,NULL,,,,
2453,동구,송림휴먼시아정문,인천광역시 동구 송향로35번길 4 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 송향로35번길 4 버스정류장,126.6518458,37.4822444,도로중심좌표,28140,새주소,인천광역시 동구 송향로35번길  4,인천광역시 동구,NULL,,,,
2454,동구,송림주공아파트,인천광역시 동구 재능로 77 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 77 버스정류장,126.6503425,37.4740459,도로중심좌표,28140,새주소,인천광역시 동구 재능로  77,인천광역시 동구,NULL,,,,
2455,동구,송림주공아파트,인천광역시 동구 재능로 78 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 재능로 78 버스정류장,126.6503425,37.4740459,도로중심좌표,28140,새주소,인천광역시 동구 재능로  78,인천광역시 동구,NULL,,,,
2456,동구,송림119안전센터,인천광역시 동구 샛골로 131 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 샛골로 131 버스정류장,126.6441222,37.4741819,정좌표,2.81401E+18,새주소,인천광역시 동구 샛골로 131,인천광역시 동구 송림동 58-58,22556,2814059000,송림2동,2814010700,송림동
2457,동구,배다리헌책방거리,인천광역시 동구 금곡로 14 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 금곡로 14 버스정류장,126.6372333,37.4725349,정좌표,2.81401E+18,새주소,인천광역시 동구 금곡로 14,인천광역시 동구 금곡동 20-7,22554,2814064000,금창동,2814010600,금곡동
2458,동구,배다리성냥마을박물관,인천광역시 동구 금곡로 19 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 금곡로 19 버스정류장,126.6377354,37.4729011,정좌표,2.81401E+18,새주소,인천광역시 동구 금곡로 19,인천광역시 동구 금곡동 33-3,22554,2814064000,금창동,2814010600,금곡동
2459,동구,만석어린이공원,인천광역시 동구 인중로 391 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 인중로 391 버스정류장,126.6177301,37.4830845,인근좌표,28140,새주소,인천광역시 동구 인중로  391,인천광역시 동구,NULL,,,,
2460,동구,동산휴먼시아2단지정문,인천광역시 동구 새천년로38번길 7 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 새천년로38번길 7 버스정류장,126.6505892,37.471643,인근좌표,28140,새주소,인천광역시 동구 새천년로38번길  7,인천광역시 동구,NULL,,,,
2461,동구,동구환경,인천광역시 동구 염전로 41 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 염전로 41 버스정류장,126.6492612,37.4838727,인근좌표,28140,새주소,인천광역시 동구 염전로  41,인천광역시 동구,NULL,,,,
2462,동구,동구노인인력개발센터,인천광역시 동구 금곡로 79 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 금곡로 79 버스정류장,126.6443652,37.4732477,정좌표,2.81401E+18,새주소,인천광역시 동구 금곡로 79,인천광역시 동구 송림동 67-32,22557,2814060500,송림3.5동,2814010700,송림동
2463,동구,도원고개(동구청방향),인천광역시 동구 샛골로 100 버스정류장,사물주소 확정,2021-09-17,인천광역시 동구 샛골로 100 버스정류장,126.6432686,37.47137,정좌표,2.81401E+18,새주소,인천광역시 동구 샛골로 100,인천광역시 동구 금곡동 67-31,22567,2814064000,금창동,2814010600,금곡동
2464,동구,만석삼거리,인천광역시 동구 화도진로 175-1 버스정류장,사물주소 확정,2021-08-31,인천광역시 동구 화도진로 175-1 버스정류장,126.6236316,37.4849645,인근좌표,28140,새주소,인천광역시 동구 화도진로  175-1,인천광역시 동구,NULL,,,,
2465,동구,만석삼거리,인천광역시 동구 제물량로385번길 43 버스정류장,사물주소 확정,2021-08-31,인천광역시 동구 제물량로385번길 43 버스정류장,126.6234843,37.4849808,인근좌표,28140,새주소,인천광역시 동구 제물량로385번길  43,인천광역시 동구,NULL,,,,
2466,동구,방축삼거리,인천광역시 동구 중봉대로 107 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 중봉대로 107 버스정류장,126.6472998,37.4879319,인근좌표,28140,새주소,인천광역시 동구 중봉대로  107,인천광역시 동구,NULL,,,,
2467,동구,산업용품유통센터39동,인천광역시 동구 방축로 48 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 방축로 48 버스정류장,126.6505844,37.4857439,인근좌표,28140,새주소,인천광역시 동구 방축로  48,인천광역시 동구,NULL,,,,
2468,동구,산업용품유통센터,인천광역시 동구 방축로37번길 53 버스정류장,사물주소 확정,2022-06-23,인천광역시 동구 방축로37번길 53 버스정류장,126.6522527,37.4885471,인근좌표,28140,새주소,인천광역시 동구 방축로37번길  53,인천광역시 동구,NULL,,,,
2469,동구,송림동진로아파트,인천광역시 동구 새천년로 11-2 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 새천년로 11-2 버스정류장,126.6483947,37.4698339,인근좌표,28140,새주소,인천광역시 동구 새천년로  11-2,인천광역시 동구,NULL,,,,
2470,동구,송림동진로아파트,인천광역시 동구 새천년로 14 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 새천년로 14 버스정류장,126.6484272,37.4699154,인근좌표,28140,새주소,인천광역시 동구 새천년로  14,인천광역시 동구,NULL,,,,
2471,동구,쉐보레동인천서비스,인천광역시 동구 염전로40번길 30 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로40번길 30 버스정류장,126.6483682,37.4832318,인근좌표,28140,새주소,인천광역시 동구 염전로40번길  30,인천광역시 동구,NULL,,,,
2472,동구,쉐보레동인천서비스,인천광역시 동구 염전로40번길 29-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로40번길 29-1 버스정류장,126.6483682,37.4832318,인근좌표,28140,새주소,인천광역시 동구 염전로40번길  29-1,인천광역시 동구,NULL,,,,
2473,동구,백병원(송림패션몰),인천광역시 동구 염전로40번길 78 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로40번길 78 버스정류장,126.6469674,37.4812876,인근좌표,28140,새주소,인천광역시 동구 염전로40번길  78,인천광역시 동구,NULL,,,,
2474,동구,기계철제단지,인천광역시 동구 염전로 8-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로 8-1 버스정류장,126.6460111,37.486034,인근좌표,28140,새주소,인천광역시 동구 염전로  8-1,인천광역시 동구,NULL,,,,
2475,동구,송림체육관,인천광역시 동구 염전로 33-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로 33-1 버스정류장,126.6476017,37.4843583,인근좌표,28140,새주소,인천광역시 동구 염전로  33-1,인천광역시 동구,NULL,,,,
2476,동구,화수부두,인천광역시 동구 제물량로 462 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 제물량로 462 버스정류장,126.6312534,37.4873867,정좌표,2.81401E+18,새주소,인천광역시 동구 제물량로 462,인천광역시 동구 화수동 311,22514,2814053000,화수2동,2814010200,화수동
2477,동구,510번차고지,인천광역시 동구 백범로 979 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 백범로 979 버스정류장,126.6432807,37.4738299,(도로명 없음)시구군 좌표,28140,구주소,,인천광역시 동구 979,NULL,,,,
2478,동구,쌍용자동차인천정비사업소,인천광역시 동구 방축로 19 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 방축로 19 버스정류장,126.6483127,37.4869434,인근좌표,28140,새주소,인천광역시 동구 방축로  19,인천광역시 동구,NULL,,,,
2479,동구,GS25편의점,인천광역시 동구 화수로 8-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 화수로 8-1 버스정류장,126.6361261,37.4805863,인근좌표,28140,새주소,인천광역시 동구 화수로  8-1,인천광역시 동구,NULL,,,,
2480,동구,미림극장입구,인천광역시 동구 화도진로 13-2 버스정류장,사물주소 확정,2020-05-19,인천광역시 동구 화도진로 13-2 버스정류장,126.6355836,37.4743539,인근좌표,28140,새주소,인천광역시 동구 화도진로  13-2,인천광역시 동구,NULL,,,,
2481,동구,미륭아파트,인천광역시 동구 화수로 48 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 화수로 48 버스정류장,126.632929,37.482928,인근좌표,28140,새주소,인천광역시 동구 화수로  48,인천광역시 동구,NULL,,,,
2482,동구,미륭아파트,인천광역시 동구 화수로 43-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 화수로 43-1 버스정류장,126.6331138,37.4827139,인근좌표,28140,새주소,인천광역시 동구 화수로  43-1,인천광역시 동구,NULL,,,,
2483,동구,동인천역북광장,인천광역시 동구 화도진로 51 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 화도진로 51 버스정류장,126.6331847,37.4769572,인근좌표,28140,새주소,인천광역시 동구 화도진로  51,인천광역시 동구,NULL,,,,
2484,동구,동인천역북광장,인천광역시 동구 화도진로 45 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 화도진로 45 버스정류장,126.6336452,37.476503,인근좌표,28140,새주소,인천광역시 동구 화도진로  45,인천광역시 동구,NULL,,,,
2485,동구,현대제철정문,인천광역시 동구 중봉대로 60 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 중봉대로 60 버스정류장,126.6387496,37.4892843,정좌표,28140,새주소,인천광역시 동구 중봉대로  60,인천광역시 동구,NULL,,,,
2486,동구,송림오거리,인천광역시 동구 동산로 86-3 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 동산로 86-3 버스정류장,126.6455761,37.4750546,인근좌표,28140,새주소,인천광역시 동구 동산로  86-3,인천광역시 동구,NULL,,,,
2487,동구,송림오거리,인천광역시 동구 동산로 85-2 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 동산로 85-2 버스정류장,126.6452409,37.4748345,인근좌표,28140,새주소,인천광역시 동구 동산로  85-2,인천광역시 동구,NULL,,,,
2488,동구,송림체육관,인천광역시 동구 염전로 32 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로 32 버스정류장,126.6476017,37.4843583,인근좌표,28140,새주소,인천광역시 동구 염전로  32,인천광역시 동구,NULL,,,,
2489,동구,기계철제단지,인천광역시 동구 염전로 7-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 염전로 7-1 버스정류장,126.6469815,37.4867749,인근좌표,28140,새주소,인천광역시 동구 염전로  7-1,인천광역시 동구,NULL,,,,
2490,동구,도원동행정복지센터,인천광역시 동구 참외전로 217 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 참외전로 217 버스정류장,126.6406873,37.4697094,도로중심좌표,28140,새주소,인천광역시 동구 참외전로  217,인천광역시 동구,NULL,,,,
2491,동구,송림4동행정복지센터,인천광역시 동구 송림로 151-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 송림로 151-1 버스정류장,126.6512432,37.4780297,인근좌표,28140,새주소,인천광역시 동구 송림로  151-1,인천광역시 동구,NULL,,,,
2492,동구,만석비치타운,인천광역시 동구 인중로 392 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 인중로 392 버스정류장,126.6177301,37.4830845,인근좌표,28140,새주소,인천광역시 동구 인중로  392,인천광역시 동구,NULL,,,,
2493,동구,송림휴먼시아,인천광역시 동구 인중로 720-1 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 인중로 720-1 버스정류장,126.6513615,37.4783644,인근좌표,28140,새주소,인천광역시 동구 인중로  720-1,인천광역시 동구,NULL,,,,
2494,동구,송림휴먼시아,인천광역시 동구 인중로 709 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 인중로 709 버스정류장,126.6514095,37.4788425,인근좌표,28140,새주소,인천광역시 동구 인중로  709,인천광역시 동구,NULL,,,,
2495,동구,현대제철,인천광역시 동구 중봉대로 57 버스정류장,사물주소 확정,2020-05-07,인천광역시 동구 중봉대로 57 버스정류장,126.6436281,37.4846281,인근좌표,28140,새주소,인천광역시 동구 중봉대로  57,인천광역시 동구,NULL,,,,
2496,동구,풍림아파트,인천광역시 동구 송미로 11 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송미로 11 버스정류장,126.647515,37.4810145,인근좌표,28140,새주소,인천광역시 동구 송미로  11,인천광역시 동구,NULL,,,,
2497,동구,풍림아파트,인천광역시 동구 송미로 12 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송미로 12 버스정류장,126.647515,37.4810145,인근좌표,28140,새주소,인천광역시 동구 송미로  12,인천광역시 동구,NULL,,,,
2498,동구,재중한의원,인천광역시 동구 인중로 701 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 701 버스정류장,126.6514095,37.4788425,인근좌표,28140,새주소,인천광역시 동구 인중로  701,인천광역시 동구,NULL,,,,
2499,동구,인천재능대학교서문,인천광역시 동구 송림로 145 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송림로 145 버스정류장,126.65042,37.4772815,인근좌표,28140,새주소,인천광역시 동구 송림로  145,인천광역시 동구,NULL,,,,
2500,동구,현대시장,인천광역시 동구 송림로 107-3 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송림로 107-3 버스정류장,126.6465546,37.4765885,인근좌표,28140,새주소,인천광역시 동구 송림로  107-3,인천광역시 동구,NULL,,,,
2501,동구,서흥초등학교,인천광역시 동구 인중로 670 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 670 버스정류장,126.6459884,37.4804024,인근좌표,28140,새주소,인천광역시 동구 인중로  670,인천광역시 동구,NULL,,,,
2502,동구,서흥초등학교,인천광역시 동구 인중로 671 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 671 버스정류장,126.6463419,37.4802352,인근좌표,28140,새주소,인천광역시 동구 인중로  671,인천광역시 동구,NULL,,,,
2503,동구,풍림아이원,인천광역시 동구 인중로 683 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 683 버스정류장,126.6474801,37.4798158,인근좌표,28140,새주소,인천광역시 동구 인중로  683,인천광역시 동구,NULL,,,,
2504,동구,풍림아이원,인천광역시 동구 인중로 682-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 682-1 버스정류장,126.6474801,37.4798158,인근좌표,28140,새주소,인천광역시 동구 인중로  682-1,인천광역시 동구,NULL,,,,
2505,동구,동구선거관리위원회,인천광역시 동구 화도진로 138 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 화도진로 138 버스정류장,126.6265608,37.4830704,인근좌표,28140,새주소,인천광역시 동구 화도진로  138,인천광역시 동구,NULL,,,,
2506,동구,인천의료원,인천광역시 동구 장고개로 115 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 장고개로 115 버스정류장,126.6432807,37.4738299,(도로명 없음)시구군 좌표,28140,구주소,,인천광역시 동구 115,NULL,,,,
2507,동구,인천의료원,인천광역시 동구 장고개로 116 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 장고개로 116 버스정류장,126.6432807,37.4738299,(도로명 없음)시구군 좌표,28140,구주소,,인천광역시 동구 116,NULL,,,,
2508,동구,만석비치타운,인천광역시 동구 화도진로 182-4 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 화도진로 182-4 버스정류장,126.6231593,37.4854365,인근좌표,28140,새주소,인천광역시 동구 화도진로  182-4,인천광역시 동구,NULL,,,,
2509,동구,화수사거리,인천광역시 동구 화수로 82-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 화수로 82-1 버스정류장,126.6305341,37.485288,인근좌표,28140,새주소,인천광역시 동구 화수로  82-1,인천광역시 동구,NULL,,,,
2510,동구,산업용품유통센타,인천광역시 동구 방축로37번길 24 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로37번길 24 버스정류장,126.6510886,37.4872544,인근좌표,28140,새주소,인천광역시 동구 방축로37번길  24,인천광역시 동구,NULL,,,,
2511,동구,산업용품유통센터C동,인천광역시 동구 방축로83번길 39 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로83번길 39 버스정류장,126.6539309,37.4863948,도로중심좌표,28140,새주소,인천광역시 동구 방축로83번길  39,인천광역시 동구,NULL,,,,
2512,동구,이마트송림점,인천광역시 동구 봉수대로 97-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 봉수대로 97-1 버스정류장,126.6597506,37.484686,인근좌표,28140,새주소,인천광역시 동구 봉수대로  97-1,인천광역시 동구,NULL,,,,
2513,동구,산업용품유통센타39동,인천광역시 동구 방축로 47 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 47 버스정류장,126.6505844,37.4857439,인근좌표,28140,새주소,인천광역시 동구 방축로  47,인천광역시 동구,NULL,,,,
2514,동구,산업단지사거리,인천광역시 동구 봉수대로 84 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 봉수대로 84 버스정류장,126.6589336,37.4835865,인근좌표,28140,새주소,인천광역시 동구 봉수대로  84,인천광역시 동구,NULL,,,,
2515,동구,산업용품유통센타31동,인천광역시 동구 방축로 73 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 73 버스정류장,126.653427,37.4842266,인근좌표,28140,새주소,인천광역시 동구 방축로  73,인천광역시 동구,NULL,,,,
2516,동구,산업용품유통센타23동,인천광역시 동구 방축로 95 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 95 버스정류장,126.654619,37.4839609,인근좌표,28140,새주소,인천광역시 동구 방축로  95,인천광역시 동구,NULL,,,,
2517,동구,산업단지사거리,인천광역시 동구 방축로 129 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 129 버스정류장,126.6567647,37.4841024,도로중심좌표,28140,새주소,인천광역시 동구 방축로  129,인천광역시 동구,NULL,,,,
2518,동구,자동차매매단지,인천광역시 동구 방축로 179 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 179 버스정류장,126.6641592,37.4803029,인근좌표,28140,새주소,인천광역시 동구 방축로  179,인천광역시 동구,NULL,,,,
2519,동구,인천의료원,인천광역시 동구 방축로 203 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 방축로 203 버스정류장,126.6662398,37.4796506,인근좌표,28140,새주소,인천광역시 동구 방축로  203,인천광역시 동구,NULL,,,,
2520,동구,공구상가,인천광역시 동구 중봉대로 92-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 중봉대로 92-1 버스정류장,126.6464433,37.4871472,인근좌표,28140,새주소,인천광역시 동구 중봉대로  92-1,인천광역시 동구,NULL,,,,
2521,동구,무궁화주유소,인천광역시 동구 염전로 70-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 염전로 70-1 버스정류장,126.6521185,37.4827971,인근좌표,28140,새주소,인천광역시 동구 염전로  70-1,인천광역시 동구,NULL,,,,
2522,동구,무궁화주유소,인천광역시 동구 염전로 77 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 염전로 77 버스정류장,126.6521185,37.4827971,인근좌표,28140,새주소,인천광역시 동구 염전로  77,인천광역시 동구,NULL,,,,
2523,동구,미래빌라,인천광역시 동구 송미로 28-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송미로 28-1 버스정류장,126.6490386,37.4824195,인근좌표,28140,새주소,인천광역시 동구 송미로  28-1,인천광역시 동구,NULL,,,,
2524,동구,미래빌라,인천광역시 동구 송미로 27-2 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 송미로 27-2 버스정류장,126.6490386,37.4824195,인근좌표,28140,새주소,인천광역시 동구 송미로  27-2,인천광역시 동구,NULL,,,,
2525,동구,현대제철,인천광역시 동구 중봉대로 30 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 중봉대로 30 버스정류장,126.6437593,37.4836295,인근좌표,28140,새주소,인천광역시 동구 중봉대로  30,인천광역시 동구,NULL,,,,
2526,동구,두산인프라코어,인천광역시 동구 인중로 501 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 501 버스정류장,126.6288155,37.4859077,인근좌표,28140,새주소,인천광역시 동구 인중로  501,인천광역시 동구,NULL,,,,
2527,동구,두산인프라코어,인천광역시 동구 인중로 504-1 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 504-1 버스정류장,126.6292472,37.4857956,인근좌표,28140,새주소,인천광역시 동구 인중로  504-1,인천광역시 동구,NULL,,,,
2528,동구,송현주공아파트,인천광역시 동구 인중로 655 버스정류장,사물주소 확정,2020-05-08,인천광역시 동구 인중로 655 버스정류장,126.6440717,37.4807318,인근좌표,28140,새주소,인천광역시 동구 인중로  655,인천광역시 동구,NULL,,,,
2529,동구,만석부두,인천광역시 동구 보세로 16-1 버스정류장,사물주소 확정,2020-05-12,인천광역시 동구 보세로 16-1 버스정류장,126.6215975,37.4879772,인근좌표,28140,새주소,인천광역시 동구 보세로  16-1,인천광역시 동구,NULL,,,,
2530,동구,두산인프라코어후문,인천광역시 동구 인중로 461 버스정류장,사물주소 확정,2020-05-12,인천광역시 동구 인중로 461 버스정류장,126.6320468,37.4854226,도로중심좌표,28140,새주소,인천광역시 동구 인중로  461,인천광역시 동구,NULL,,,,
2531,동구,두산인프라코어후문,인천광역시 동구 인중로 454 버스정류장,사물주소 확정,2020-05-12,인천광역시 동구 인중로 454 버스정류장,126.6320468,37.4854226,도로중심좌표,28140,새주소,인천광역시 동구 인중로  454,인천광역시 동구,NULL,,,,
2532,동구,만석부두,인천광역시 동구 보세로 11 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 보세로 11 버스정류장,126.6223691,37.487833,인근좌표,28140,새주소,인천광역시 동구 보세로  11,인천광역시 동구,NULL,,,,
2533,동구,화도진길 사거리,인천광역시 동구 화수부두로 23-1 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 화수부두로 23-1 버스정류장,126.6301452,37.4880135,인근좌표,28140,새주소,인천광역시 동구 화수부두로  23-1,인천광역시 동구,NULL,,,,
2534,동구,동국제강,인천광역시 동구 중봉대로 11 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 중봉대로 11 버스정류장,126.6403721,37.4814912,인근좌표,28140,새주소,인천광역시 동구 중봉대로  11,인천광역시 동구,NULL,,,,
2535,동구,송현주공아파트,인천광역시 동구 인중로 654 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 인중로 654 버스정류장,126.6440717,37.4807318,인근좌표,28140,새주소,인천광역시 동구 인중로  654,인천광역시 동구,NULL,,,,
2536,동구,화수사거리,인천광역시 동구 화수로 79-1 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 화수로 79-1 버스정류장,126.6306733,37.4851004,인근좌표,28140,새주소,인천광역시 동구 화수로  79-1,인천광역시 동구,NULL,,,,
2537,동구,서흥초등학교,인천광역시 동구 샛골로 203-1 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 샛골로 203-1 버스정류장,126.6453646,37.4805123,인근좌표,28140,새주소,인천광역시 동구 샛골로  203-1,인천광역시 동구,NULL,,,,
2538,동구,동국제강후문,인천광역시 동구 인중로 571 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 인중로 571 버스정류장,126.6320468,37.4854226,도로중심좌표,28140,새주소,인천광역시 동구 인중로  571,인천광역시 동구,NULL,,,,
2539,동구,동국제강후문,인천광역시 동구 인중로 562 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 인중로 562 버스정류장,126.6320468,37.4854226,도로중심좌표,28140,새주소,인천광역시 동구 인중로  562,인천광역시 동구,NULL,,,,
2540,동구,동국제강,인천광역시 동구 중봉대로 6-1 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 중봉대로 6-1 버스정류장,126.6403721,37.4814912,인근좌표,28140,새주소,인천광역시 동구 중봉대로  6-1,인천광역시 동구,NULL,,,,
2541,동구,송현아파트,인천광역시 동구 인중로 636 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 인중로 636 버스정류장,126.6433818,37.4807419,인근좌표,28140,새주소,인천광역시 동구 인중로  636,인천광역시 동구,NULL,,,,
2542,동구,화도진중학교,인천광역시 동구 화수로 64 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 화수로 64 버스정류장,126.6317559,37.4846354,정좌표,2.81401E+18,새주소,인천광역시 동구 화수로 64,인천광역시 동구 화수동 2-5,22513,2814053000,화수2동,2814010200,화수동
2543,동구,송현아파트,인천광역시 동구 인중로 625 버스정류장,사물주소 확정,2020-05-13,인천광역시 동구 인중로 625 버스정류장,126.6433818,37.4807419,인근좌표,28140,새주소,인천광역시 동구 인중로  625,인천광역시 동구,NULL,,,,
