수요지 id,학교 id,distance,weight
C1,F1,15.222042105637547,1.7414689157822631
C1,F2,17.774612555451995,1.1139840576551878
C1,F3,10.944788155734551,1.3907571312250628
C1,F4,23.058026598901858,1.5397476783534612
C1,F5,13.919816655541931,1.4641560404657104
C1,F6,23.157052754987436,1.34144017375904
C1,F7,18.92862969466905,1.1278887911579063
C1,F8,23.886775128936037,1.2893518545172535
C1,F9,22.136279614154265,1.2005964277936698
C1,F10,24.782943825142215,1.352483083528685
C1,F11,20.412056804535208,1.1085597173244264
C1,F12,22.27118880094582,1.1450163950549088
C1,F13,24.10826145883699,1.1701195884009878
C1,F14,22.794329120123308,1.7332892063116963
C1,F15,19.96708179543918,1.6249424241961168
C1,F16,22.739063537729244,1.1253355378127554
C1,F17,23.799372912040617,1.186335129021255
C1,F18,23.05080848911224,1.2529134256561956
C1,F19,21.481349877068535,1.2559595815502305
C1,F20,23.547290423493635,1.127760493276664
C1,F21,23.60656417271877,1.1470545342868357
C1,F22,22.23726956170678,1.1487768361167923
C1,F23,20.631631631865908,1.3307009135369472
C1,F24,23.060238934581072,1.2948513846310465
C1,F25,20.214830364952547,1.3004847226106824
C1,F26,24.57268796873961,1.3063185378441122
C1,F27,9.549554443284311,1.1198633660153448
C1,F28,21.828248200563806,1.1508876228788534
C1,F29,14.078960725811903,1.1147510895519095
C1,F30,24.502018513423845,1.2247068912581327
C1,F31,24.396103918829684,1.300178343052304
C1,F32,20.35314256272715,1.526821484537489
C1,F33,16.93244382255528,1.1164235663529714
C1,F34,17.368991389423524,1.1108545619096157
C1,F35,16.571379462760035,1.0946119834739165
C1,F36,13.59405809338717,1.4312496334681284
C1,F37,15.360488781361601,1.1136929102148323
C1,F38,14.272559688899895,1.1125043879260899
C1,F39,19.525762900613344,1.1300719619477289
C1,F40,12.506545697995934,1.5201317346366334
C1,F41,14.000490100168598,1.159617891371538
C1,F42,16.549707597112633,1.1162021622588194
C1,F43,0.8597057844734138,2.0124787204535957
C1,F44,11.848382562192883,1.2672795872981308
C1,F45,10.902062656309578,1.1433956413337616
C1,F46,12.213236443641865,1.1159264663423782
C1,F47,11.045028082280428,1.1336880278516244
C1,F48,15.189980267084774,1.1748828250829821
C1,F49,14.877581438938286,1.112166620360897
C1,F50,12.757618602128915,1.1152136676979374
C2,F1,6.507225864431075,1.092751568964175
C2,F2,7.871470149278694,1.634542465469139
C2,F3,1.7215564280739322,1.1079385451485237
C2,F4,13.249018401610055,2.0994333672461343
C2,F5,6.642756438763604,1.0922761053658256
C2,F6,14.26409020483705,1.583198423678579
C2,F7,9.056376997782902,1.823400688386697
C2,F8,14.478329509995609,1.3394770503083466
C2,F9,12.786050972091155,1.2817318713754533
C2,F10,15.235240166636917,1.466569581242473
C2,F11,10.770818293048475,1.107560745510325
C2,F12,12.83931482786086,1.2992364306817523
C2,F13,15.397592830090941,1.7401546892950914
C2,F14,13.839685525224004,1.5254666401802486
C2,F15,11.246153313158075,1.112969514788281
C2,F16,13.48735988429948,1.4952383907844369
C2,F17,15.140411006326836,1.7500988873070602
C2,F18,13.596232101587281,1.320325514203337
C2,F19,12.231585348911576,1.1412905268267621
C2,F20,14.378650406338036,1.5955922230793562
C2,F21,14.31827285014662,1.5138746804543834
C2,F22,12.674796501260918,1.2633956623701335
C2,F23,11.974574547233864,1.1639205483084274
C2,F24,13.482210267197281,1.286316355992974
C2,F25,10.848482129969783,1.1131743541907877
C2,F26,15.494119910354286,1.8104917805458007
C2,F27,12.777468260935397,1.5308634468407933
C2,F28,13.22505874905151,1.282269424736118
C2,F29,3.955028864516291,1.4338613594438272
C2,F30,15.16103420198848,1.5735008786257287
C2,F31,14.979617875691464,1.420859789587325
C2,F32,11.182510681708248,1.1298054496513374
C2,F33,6.8827958996418,1.4275586237128228
C2,F34,7.287806546336616,1.4237165412503745
C2,F35,6.837090357988368,1.096833264824228
C2,F36,4.4593461884235035,1.0929642315385817
C2,F37,5.353675624650116,1.5040614459603794
C2,F38,4.100002055455084,1.4341678120354093
C2,F39,9.63107027285926,1.4767704360122276
C2,F40,3.709301042789347,1.0924837899489013
C2,F41,4.485978607749789,1.0946733394466224
C2,F42,6.4042481127304995,1.4227463915251721
C2,F43,9.640017784012883,1.366181902359329
C2,F44,2.252467866024767,1.100195996354399
C2,F45,0.7433282098955194,1.7211446784983557
C2,F46,2.1020414729640993,1.5740501600898091
C2,F47,0.9144448868003121,1.459255098986001
C2,F48,5.68065833594116,1.0940372109006693
C2,F49,4.705321194206708,1.4311889028039875
C2,F50,2.832821767005189,1.439756468718094
C3,F1,6.586595636748186,1.0914591298450276
C3,F2,7.7043343856240805,1.4392549445721128
C3,F3,1.9755397904211702,1.1008613587220784
C3,F4,13.079794878118959,1.4360011861253335
C3,F5,6.880048313096813,1.0905804098610679
C3,F6,14.236404496126099,1.5857432655727708
C3,F7,8.89007522267702,1.4367339504738783
C3,F8,14.378128572671056,1.3425444394752435
C3,F9,12.702539544496917,1.284317327767701
C3,F10,15.10969616509558,1.4696910764269
C3,F11,10.647244920756268,1.108226308890641
C3,F12,12.742486711302035,1.3017560148198053
C3,F13,15.38609022076713,1.7427247707885711
C3,F14,13.806432916505882,1.5280230387621483
C3,F15,11.259741772080478,1.1145446311506064
C3,F16,13.415249784770758,1.4977667033884616
C3,F17,15.13606937827897,1.7526775849566691
C3,F18,13.492254800357422,1.3233033118296385
C3,F19,12.166495975131006,1.1430688820758101
C3,F20,14.314198301262527,1.598105423378137
C3,F21,14.23697500219798,1.5165416946630832
C3,F22,12.55642641204639,1.265143460930785
C3,F23,11.990044615510868,1.1660220776959367
C3,F24,13.357662861336099,1.2886772834275066
C3,F25,10.773868089881349,1.1146587455645354
C3,F26,15.437028072712646,1.8132293531617638
C3,F27,13.255954403327236,1.1373756723623536
C3,F28,13.237987922458853,1.2846932497623011
C3,F29,3.586262395036359,1.4625991629206956
C3,F30,15.068539282608072,1.5766475839156366
C3,F31,14.876261896256027,1.4240970880127461
C3,F32,11.136029841822817,1.1319037529239053
C3,F33,6.67120117903308,1.4847398469745838
C3,F34,7.059365490833999,1.4433181166114823
C3,F35,6.725188609428341,1.0967998913484651
C3,F36,4.528712884281566,1.091222591220153
C3,F37,5.17407564843755,1.4831602725426245
C3,F38,3.7937449638487135,1.4817943566692882
C3,F39,9.455540479227198,1.4508597096800722
C3,F40,3.8736354783951112,1.0907282125536155
C3,F41,4.473286176457147,1.0923133074420381
C3,F42,6.139872404101425,1.4358933709507014
C3,F43,9.989660923600384,1.1643914235954942
C3,F44,2.3345987295011623,1.0961251930112197
C3,F45,0.6476338495327149,1.5276855348616485
C3,F46,1.9337310635535194,1.4831602725426245
C3,F47,0.5524722763727525,1.823400688386697
C3,F48,5.639464096288654,1.0925707774872695
C3,F49,4.404635534528473,1.4627218564542597
C3,F50,2.3911957909010098,1.5777896365882615
C4,F1,6.277321736180643,1.0928525820541815
C4,F2,7.60681293230616,1.634542465469139
C4,F3,1.5537914806730797,1.1083147017553774
C4,F4,12.984352934365218,2.0994333672461343
C4,F5,6.4743278615382875,1.092444215885074
C4,F6,14.011704527338795,1.583204586504509
C4,F7,8.791712105353875,1.823400688386697
C4,F8,14.216710966925923,1.339484868036
C4,F9,12.525935347676384,1.2817555433874206
C4,F10,14.971840427980927,1.4665925804566553
C4,F11,10.507374021759203,1.1076499584014874
C4,F12,12.577913807244595,1.2992685680638734
C4,F13,15.1481630752665,1.7401579767241344
C4,F14,13.586347584616915,1.5254757159034638
C4,F15,11.001289940729324,1.1130243770832462
