학교 id,공급_X,공급_Y,수요지 id,수요_X,수요_Y,위도_범위,경도_범위,버스정류장_개수
F7,126.58215933786428,37.49591777989827,C193,126.6305048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6305048]",69
F7,126.58215933786428,37.49591777989827,C194,126.6305048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6305048]",64
F7,126.58215933786428,37.49591777989827,C195,126.6305048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6305048]",23
F7,126.58215933786428,37.49591777989827,C196,126.6305048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6305048]",17
F7,126.58215933786428,37.49591777989827,C197,126.6305048,37.4827824,"[37.4827824, 37.49591777989827]","[126.58215933786428, 126.6305048]",16
F7,126.58215933786428,37.49591777989827,C198,126.6305048,37.4837824,"[37.4837824, 37.49591777989827]","[126.58215933786428, 126.6305048]",12
F7,126.58215933786428,37.49591777989827,C199,126.6305048,37.48478239999999,"[37.48478239999999, 37.49591777989827]","[126.58215933786428, 126.6305048]",9
F7,126.58215933786428,37.49591777989827,C200,126.6305048,37.4857824,"[37.4857824, 37.49591777989827]","[126.58215933786428, 126.6305048]",5
F7,126.58215933786428,37.49591777989827,C201,126.6315048,37.4647824,"[37.4647824, 37.49591777989827]","[126.58215933786428, 126.6315048]",94
F7,126.58215933786428,37.49591777989827,C202,126.6315048,37.4667824,"[37.4667824, 37.49591777989827]","[126.58215933786428, 126.6315048]",93
F7,126.58215933786428,37.49591777989827,C203,126.6315048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6315048]",86
F7,126.58215933786428,37.49591777989827,C204,126.6315048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6315048]",81
F7,126.58215933786428,37.49591777989827,C205,126.6315048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6315048]",72
F7,126.58215933786428,37.49591777989827,C206,126.6315048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6315048]",26
F7,126.58215933786428,37.49591777989827,C207,126.6315048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6315048]",24
F7,126.58215933786428,37.49591777989827,C208,126.6315048,37.48478239999999,"[37.48478239999999, 37.49591777989827]","[126.58215933786428, 126.6315048]",12
F7,126.58215933786428,37.49591777989827,C209,126.6325048,37.4647824,"[37.4647824, 37.49591777989827]","[126.58215933786428, 126.6325048]",105
F7,126.58215933786428,37.49591777989827,C210,126.6325048,37.4657824,"[37.4657824, 37.49591777989827]","[126.58215933786428, 126.6325048]",104
F7,126.58215933786428,37.49591777989827,C211,126.6325048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6325048]",101
F7,126.58215933786428,37.49591777989827,C212,126.6325048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6325048]",100
F7,126.58215933786428,37.49591777989827,C213,126.6325048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6325048]",90
F7,126.58215933786428,37.49591777989827,C214,126.6325048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6325048]",85
F7,126.58215933786428,37.49591777989827,C215,126.6325048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6325048]",79
F7,126.58215933786428,37.49591777989827,C216,126.6325048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6325048]",32
F7,126.58215933786428,37.49591777989827,C217,126.6325048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6325048]",30
F7,126.58215933786428,37.49591777989827,C218,126.6325048,37.48478239999999,"[37.48478239999999, 37.49591777989827]","[126.58215933786428, 126.6325048]",16
F7,126.58215933786428,37.49591777989827,C219,126.6335048,37.4557824,"[37.4557824, 37.49591777989827]","[126.58215933786428, 126.6335048]",119
F7,126.58215933786428,37.49591777989827,C220,126.6335048,37.4657824,"[37.4657824, 37.49591777989827]","[126.58215933786428, 126.6335048]",108
F7,126.58215933786428,37.49591777989827,C221,126.6335048,37.4667824,"[37.4667824, 37.49591777989827]","[126.58215933786428, 126.6335048]",106
F7,126.58215933786428,37.49591777989827,C222,126.6335048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6335048]",104
F7,126.58215933786428,37.49591777989827,C223,126.6335048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6335048]",103
F7,126.58215933786428,37.49591777989827,C224,126.6335048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6335048]",98
F7,126.58215933786428,37.49591777989827,C225,126.6335048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6335048]",93
F7,126.58215933786428,37.49591777989827,C226,126.6335048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6335048]",88
F7,126.58215933786428,37.49591777989827,C227,126.6335048,37.4737824,"[37.4737824, 37.49591777989827]","[126.58215933786428, 126.6335048]",78
F7,126.58215933786428,37.49591777989827,C228,126.6335048,37.4777824,"[37.4777824, 37.49591777989827]","[126.58215933786428, 126.6335048]",53
F7,126.58215933786428,37.49591777989827,C229,126.6335048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6335048]",32
F7,126.58215933786428,37.49591777989827,C230,126.6335048,37.4837824,"[37.4837824, 37.49591777989827]","[126.58215933786428, 126.6335048]",21
F7,126.58215933786428,37.49591777989827,C231,126.6345048,37.4627824,"[37.4627824, 37.49591777989827]","[126.58215933786428, 126.6345048]",120
F7,126.58215933786428,37.49591777989827,C232,126.6345048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6345048]",112
F7,126.58215933786428,37.49591777989827,C233,126.6345048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6345048]",111
F7,126.58215933786428,37.49591777989827,C234,126.6345048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6345048]",106
F7,126.58215933786428,37.49591777989827,C235,126.6345048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6345048]",101
F7,126.58215933786428,37.49591777989827,C236,126.6345048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6345048]",94
F7,126.58215933786428,37.49591777989827,C237,126.6345048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6345048]",32
F7,126.58215933786428,37.49591777989827,C238,126.6355048,37.4627824,"[37.4627824, 37.49591777989827]","[126.58215933786428, 126.6355048]",125
F7,126.58215933786428,37.49591777989827,C239,126.6355048,37.4637824,"[37.4637824, 37.49591777989827]","[126.58215933786428, 126.6355048]",123
F7,126.58215933786428,37.49591777989827,C240,126.6355048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6355048]",115
F7,126.58215933786428,37.49591777989827,C241,126.6355048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6355048]",110
F7,126.58215933786428,37.49591777989827,C242,126.6355048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6355048]",34
F7,126.58215933786428,37.49591777989827,C243,126.6355048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6355048]",28
F7,126.58215933786428,37.49591777989827,C244,126.6365048,37.4657824,"[37.4657824, 37.49591777989827]","[126.58215933786428, 126.6365048]",133
F7,126.58215933786428,37.49591777989827,C245,126.6365048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6365048]",127
F7,126.58215933786428,37.49591777989827,C246,126.6375048,37.4627824,"[37.4627824, 37.49591777989827]","[126.58215933786428, 126.6375048]",147
F7,126.58215933786428,37.49591777989827,C247,126.6375048,37.4647824,"[37.4647824, 37.49591777989827]","[126.58215933786428, 126.6375048]",144
F7,126.58215933786428,37.49591777989827,C248,126.6375048,37.4667824,"[37.4667824, 37.49591777989827]","[126.58215933786428, 126.6375048]",135
F7,126.58215933786428,37.49591777989827,C249,126.6375048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6375048]",130
F7,126.58215933786428,37.49591777989827,C250,126.6375048,37.4757824,"[37.4757824, 37.49591777989827]","[126.58215933786428, 126.6375048]",84
F7,126.58215933786428,37.49591777989827,C251,126.6375048,37.47878239999999,"[37.47878239999999, 37.49591777989827]","[126.58215933786428, 126.6375048]",49
F7,126.58215933786428,37.49591777989827,C252,126.6375048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6375048]",32
F7,126.58215933786428,37.49591777989827,C253,126.6385048,37.4647824,"[37.4647824, 37.49591777989827]","[126.58215933786428, 126.6385048]",150
F7,126.58215933786428,37.49591777989827,C254,126.6385048,37.4657824,"[37.4657824, 37.49591777989827]","[126.58215933786428, 126.6385048]",144
F7,126.58215933786428,37.49591777989827,C255,126.6385048,37.4667824,"[37.4667824, 37.49591777989827]","[126.58215933786428, 126.6385048]",141
F7,126.58215933786428,37.49591777989827,C256,126.6385048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6385048]",136
F7,126.58215933786428,37.49591777989827,C257,126.6385048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6385048]",133
F7,126.58215933786428,37.49591777989827,C258,126.6385048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6385048]",111
F7,126.58215933786428,37.49591777989827,C259,126.6395048,37.4667824,"[37.4667824, 37.49591777989827]","[126.58215933786428, 126.6395048]",144
F7,126.58215933786428,37.49591777989827,C260,126.6395048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6395048]",139
F7,126.58215933786428,37.49591777989827,C261,126.6395048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6395048]",136
F7,126.58215933786428,37.49591777989827,C262,126.6395048,37.4747824,"[37.4747824, 37.49591777989827]","[126.58215933786428, 126.6395048]",90
F7,126.58215933786428,37.49591777989827,C263,126.6405048,37.4647824,"[37.4647824, 37.49591777989827]","[126.58215933786428, 126.6405048]",155
F7,126.58215933786428,37.49591777989827,C264,126.6405048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6405048]",141
F7,126.58215933786428,37.49591777989827,C265,126.6405048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6405048]",138
F7,126.58215933786428,37.49591777989827,C266,126.6405048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6405048]",107
F7,126.58215933786428,37.49591777989827,C267,126.6405048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6405048]",35
F7,126.58215933786428,37.49591777989827,C268,126.6415048,37.4677824,"[37.4677824, 37.49591777989827]","[126.58215933786428, 126.6415048]",143
F7,126.58215933786428,37.49591777989827,C269,126.6415048,37.4687824,"[37.4687824, 37.49591777989827]","[126.58215933786428, 126.6415048]",140
F7,126.58215933786428,37.49591777989827,C270,126.6415048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6415048]",130
F7,126.58215933786428,37.49591777989827,C271,126.6415048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6415048]",124
F7,126.58215933786428,37.49591777989827,C272,126.6415048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6415048]",114
F7,126.58215933786428,37.49591777989827,C273,126.6415048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6415048]",107
F7,126.58215933786428,37.49591777989827,C274,126.6415048,37.4737824,"[37.4737824, 37.49591777989827]","[126.58215933786428, 126.6415048]",98
F7,126.58215933786428,37.49591777989827,C275,126.6415048,37.4767824,"[37.4767824, 37.49591777989827]","[126.58215933786428, 126.6415048]",77
F7,126.58215933786428,37.49591777989827,C276,126.6415048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6415048]",29
F7,126.58215933786428,37.49591777989827,C277,126.6425048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6425048]",126
F7,126.58215933786428,37.49591777989827,C278,126.6425048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6425048]",116
F7,126.58215933786428,37.49591777989827,C279,126.6425048,37.4747824,"[37.4747824, 37.49591777989827]","[126.58215933786428, 126.6425048]",93
F7,126.58215933786428,37.49591777989827,C280,126.6425048,37.4767824,"[37.4767824, 37.49591777989827]","[126.58215933786428, 126.6425048]",77
F7,126.58215933786428,37.49591777989827,C281,126.6425048,37.4777824,"[37.4777824, 37.49591777989827]","[126.58215933786428, 126.6425048]",67
F7,126.58215933786428,37.49591777989827,C282,126.6425048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6425048]",29
F7,126.58215933786428,37.49591777989827,C283,126.6435048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6435048]",133
F7,126.58215933786428,37.49591777989827,C284,126.6435048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6435048]",122
F7,126.58215933786428,37.49591777989827,C285,126.6435048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6435048]",115
F7,126.58215933786428,37.49591777989827,C286,126.6435048,37.4737824,"[37.4737824, 37.49591777989827]","[126.58215933786428, 126.6435048]",105
F7,126.58215933786428,37.49591777989827,C287,126.6445048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6445048]",38
F7,126.58215933786428,37.49591777989827,C288,126.6445048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6445048]",32
F7,126.58215933786428,37.49591777989827,C289,126.6455048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6455048]",134
F7,126.58215933786428,37.49591777989827,C290,126.6455048,37.4737824,"[37.4737824, 37.49591777989827]","[126.58215933786428, 126.6455048]",115
F7,126.58215933786428,37.49591777989827,C291,126.6475048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6475048]",158
F7,126.58215933786428,37.49591777989827,C292,126.6475048,37.4777824,"[37.4777824, 37.49591777989827]","[126.58215933786428, 126.6475048]",84
F7,126.58215933786428,37.49591777989827,C293,126.6485048,37.4757824,"[37.4757824, 37.49591777989827]","[126.58215933786428, 126.6485048]",117
F7,126.58215933786428,37.49591777989827,C294,126.6485048,37.4777824,"[37.4777824, 37.49591777989827]","[126.58215933786428, 126.6485048]",91
F7,126.58215933786428,37.49591777989827,C295,126.6485048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6485048]",50
F7,126.58215933786428,37.49591777989827,C296,126.6485048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6485048]",41
F7,126.58215933786428,37.49591777989827,C297,126.6495048,37.4697824,"[37.4697824, 37.49591777989827]","[126.58215933786428, 126.6495048]",185
F7,126.58215933786428,37.49591777989827,C298,126.6495048,37.4707824,"[37.4707824, 37.49591777989827]","[126.58215933786428, 126.6495048]",175
F7,126.58215933786428,37.49591777989827,C299,126.6495048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6495048]",44
F7,126.58215933786428,37.49591777989827,C300,126.6505048,37.4717824,"[37.4717824, 37.49591777989827]","[126.58215933786428, 126.6505048]",172
F7,126.58215933786428,37.49591777989827,C301,126.6505048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6505048]",163
F7,126.58215933786428,37.49591777989827,C302,126.6505048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6505048]",44
F7,126.58215933786428,37.49591777989827,C303,126.6515048,37.4767824,"[37.4767824, 37.49591777989827]","[126.58215933786428, 126.6515048]",116
F7,126.58215933786428,37.49591777989827,C304,126.6515048,37.4777824,"[37.4777824, 37.49591777989827]","[126.58215933786428, 126.6515048]",102
F7,126.58215933786428,37.49591777989827,C305,126.6515048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6515048]",75
F7,126.58215933786428,37.49591777989827,C306,126.6515048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6515048]",48
F7,126.58215933786428,37.49591777989827,C307,126.6515048,37.4827824,"[37.4827824, 37.49591777989827]","[126.58215933786428, 126.6515048]",43
F7,126.58215933786428,37.49591777989827,C308,126.6525048,37.4727824,"[37.4727824, 37.49591777989827]","[126.58215933786428, 126.6525048]",177
F7,126.58215933786428,37.49591777989827,C309,126.6525048,37.4797824,"[37.4797824, 37.49591777989827]","[126.58215933786428, 126.6525048]",81
F7,126.58215933786428,37.49591777989827,C310,126.6525048,37.4807824,"[37.4807824, 37.49591777989827]","[126.58215933786428, 126.6525048]",63
F7,126.58215933786428,37.49591777989827,C311,126.6525048,37.48178239999999,"[37.48178239999999, 37.49591777989827]","[126.58215933786428, 126.6525048]",54
F8,126.64172034492684,37.47615161475687,C1,126.3715048,37.4637824,"[37.4637824, 37.47615161475687]","[126.3715048, 126.64172034492684]",83
F8,126.64172034492684,37.47615161475687,C2,126.4795048,37.4957824,"[37.47615161475687, 37.4957824]","[126.4795048, 126.64172034492684]",218
F8,126.64172034492684,37.47615161475687,C3,126.4815048,37.4997824,"[37.47615161475687, 37.4997824]","[126.4815048, 126.64172034492684]",239
F8,126.64172034492684,37.47615161475687,C4,126.4825048,37.4957824,"[37.47615161475687, 37.4957824]","[126.4825048, 126.64172034492684]",216
F8,126.64172034492684,37.47615161475687,C5,126.4835048,37.4977824,"[37.47615161475687, 37.4977824]","[126.4835048, 126.64172034492684]",223
F8,126.64172034492684,37.47615161475687,C6,126.4835048,37.4997824,"[37.47615161475687, 37.4997824]","[126.4835048, 126.64172034492684]",239
F8,126.64172034492684,37.47615161475687,C7,126.4835048,37.5007824,"[37.47615161475687, 37.5007824]","[126.4835048, 126.64172034492684]",241
F8,126.64172034492684,37.47615161475687,C8,126.4845048,37.4987824,"[37.47615161475687, 37.4987824]","[126.4845048, 126.64172034492684]",234
F8,126.64172034492684,37.47615161475687,C9,126.4845048,37.4997824,"[37.47615161475687, 37.4997824]","[126.4845048, 126.64172034492684]",239
F8,126.64172034492684,37.47615161475687,C10,126.4855048,37.4957824,"[37.47615161475687, 37.4957824]","[126.4855048, 126.64172034492684]",216
F8,126.64172034492684,37.47615161475687,C11,126.4855048,37.5007824,"[37.47615161475687, 37.5007824]","[126.4855048, 126.64172034492684]",241
F8,126.64172034492684,37.47615161475687,C12,126.4855048,37.5017824,"[37.47615161475687, 37.5017824]","[126.4855048, 126.64172034492684]",241
F8,126.64172034492684,37.47615161475687,C13,126.4865048,37.4887824,"[37.47615161475687, 37.4887824]","[126.4865048, 126.64172034492684]",120
F8,126.64172034492684,37.47615161475687,C14,126.4865048,37.49078239999999,"[37.47615161475687, 37.49078239999999]","[126.4865048, 126.64172034492684]",155
F8,126.64172034492684,37.47615161475687,C15,126.4865048,37.4927824,"[37.47615161475687, 37.4927824]","[126.4865048, 126.64172034492684]",187
F8,126.64172034492684,37.47615161475687,C16,126.4865048,37.49378239999999,"[37.47615161475687, 37.49378239999999]","[126.4865048, 126.64172034492684]",196
F8,126.64172034492684,37.47615161475687,C17,126.4865048,37.4997824,"[37.47615161475687, 37.4997824]","[126.4865048, 126.64172034492684]",230
F8,126.64172034492684,37.47615161475687,C18,126.4865048,37.5017824,"[37.47615161475687, 37.5017824]","[126.4865048, 126.64172034492684]",232
F8,126.64172034492684,37.47615161475687,C19,126.4875048,37.4997824,"[37.47615161475687, 37.4997824]","[126.4875048, 126.64172034492684]",222
F8,126.64172034492684,37.47615161475687,C20,126.4875048,37.5007824,"[37.47615161475687, 37.5007824]","[126.4875048, 126.64172034492684]",224
F8,126.64172034492684,37.47615161475687,C21,126.4875048,37.5017824,"[37.47615161475687, 37.5017824]","[126.4875048, 126.64172034492684]",224
F8,126.64172034492684,37.47615161475687,C22,126.4875048,37.5027824,"[37.47615161475687, 37.5027824]","[126.4875048, 126.64172034492684]",226
F8,126.64172034492684,37.47615161475687,C23,126.4885048,37.4887824,"[37.47615161475687, 37.4887824]","[126.4885048, 126.64172034492684]",120
F8,126.64172034492684,37.47615161475687,C24,126.4885048,37.49078239999999,"[37.47615161475687, 37.49078239999999]","[126.4885048, 126.64172034492684]",149
F8,126.64172034492684,37.47615161475687,C25,126.4985048,37.4887824,"[37.47615161475687, 37.4887824]","[126.4985048, 126.64172034492684]",118
F8,126.64172034492684,37.47615161475687,C26,126.4995048,37.48478239999999,"[37.47615161475687, 37.48478239999999]","[126.4995048, 126.64172034492684]",81
F8,126.64172034492684,37.47615161475687,C27,126.4995048,37.48778239999999,"[37.47615161475687, 37.48778239999999]","[126.4995048, 126.64172034492684]",109
F8,126.64172034492684,37.47615161475687,C28,126.5015048,37.4827824,"[37.47615161475687, 37.4827824]","[126.5015048, 126.64172034492684]",62
F8,126.64172034492684,37.47615161475687,C29,126.5025048,37.4887824,"[37.47615161475687, 37.4887824]","[126.5025048, 126.64172034492684]",114
F8,126.64172034492684,37.47615161475687,C30,126.5035048,37.4807824,"[37.47615161475687, 37.4807824]","[126.5035048, 126.64172034492684]",50
F8,126.64172034492684,37.47615161475687,C31,126.5055048,37.5137824,"[37.47615161475687, 37.5137824]","[126.5055048, 126.64172034492684]",262
F8,126.64172034492684,37.47615161475687,C32,126.5065048,37.5127824,"[37.47615161475687, 37.5127824]","[126.5065048, 126.64172034492684]",253
F8,126.64172034492684,37.47615161475687,C33,126.5075048,37.47878239999999,"[37.47615161475687, 37.47878239999999]","[126.5075048, 126.64172034492684]",32
F8,126.64172034492684,37.47615161475687,C34,126.5075048,37.5137824,"[37.47615161475687, 37.5137824]","[126.5075048, 126.64172034492684]",257
F8,126.64172034492684,37.47615161475687,C35,126.5085048,37.48178239999999,"[37.47615161475687, 37.48178239999999]","[126.5085048, 126.64172034492684]",56
F8,126.64172034492684,37.47615161475687,C36,126.5085048,37.4827824,"[37.47615161475687, 37.4827824]","[126.5085048, 126.64172034492684]",58
F8,126.64172034492684,37.47615161475687,C37,126.5105048,37.5087824,"[37.47615161475687, 37.5087824]","[126.5105048, 126.64172034492684]",183
F8,126.64172034492684,37.47615161475687,C38,126.5125048,37.5097824,"[37.47615161475687, 37.5097824]","[126.5125048, 126.64172034492684]",186
F8,126.64172034492684,37.47615161475687,C39,126.5135048,37.4777824,"[37.47615161475687, 37.4777824]","[126.5135048, 126.64172034492684]",16
F8,126.64172034492684,37.47615161475687,C40,126.5145048,37.5107824,"[37.47615161475687, 37.5107824]","[126.5145048, 126.64172034492684]",192
F8,126.64172034492684,37.47615161475687,C41,126.5145048,37.5127824,"[37.47615161475687, 37.5127824]","[126.5145048, 126.64172034492684]",219
F8,126.64172034492684,37.47615161475687,C42,126.5145048,37.5137824,"[37.47615161475687, 37.5137824]","[126.5145048, 126.64172034492684]",223
F8,126.64172034492684,37.47615161475687,C43,126.5145048,37.5147824,"[37.47615161475687, 37.5147824]","[126.5145048, 126.64172034492684]",224
F8,126.64172034492684,37.47615161475687,C44,126.5165048,37.5107824,"[37.47615161475687, 37.5107824]","[126.5165048, 126.64172034492684]",189
F8,126.64172034492684,37.47615161475687,C45,126.5215048,37.5087824,"[37.47615161475687, 37.5087824]","[126.5215048, 126.64172034492684]",177
F8,126.64172034492684,37.47615161475687,C46,126.5255048,37.5097824,"[37.47615161475687, 37.5097824]","[126.5255048, 126.64172034492684]",180
F8,126.64172034492684,37.47615161475687,C47,126.5295048,37.5077824,"[37.47615161475687, 37.5077824]","[126.5295048, 126.64172034492684]",173
F8,126.64172034492684,37.47615161475687,C48,126.5315048,37.4887824,"[37.47615161475687, 37.4887824]","[126.5315048, 126.64172034492684]",98
F8,126.64172034492684,37.47615161475687,C49,126.5325048,37.5067824,"[37.47615161475687, 37.5067824]","[126.5325048, 126.64172034492684]",165
F8,126.64172034492684,37.47615161475687,C50,126.5325048,37.5087824,"[37.47615161475687, 37.5087824]","[126.5325048, 126.64172034492684]",168
F8,126.64172034492684,37.47615161475687,C51,126.5335048,37.5047824,"[37.47615161475687, 37.5047824]","[126.5335048, 126.64172034492684]",157
F8,126.64172034492684,37.47615161475687,C52,126.5335048,37.5057824,"[37.47615161475687, 37.5057824]","[126.5335048, 126.64172034492684]",157
F8,126.64172034492684,37.47615161475687,C53,126.5345048,37.5047824,"[37.47615161475687, 37.5047824]","[126.5345048, 126.64172034492684]",155
F8,126.64172034492684,37.47615161475687,C54,126.5355048,37.48778239999999,"[37.47615161475687, 37.48778239999999]","[126.5355048, 126.64172034492684]",87
F8,126.64172034492684,37.47615161475687,C55,126.5365048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5365048, 126.64172034492684]",134
F8,126.64172034492684,37.47615161475687,C56,126.5375048,37.49078239999999,"[37.47615161475687, 37.49078239999999]","[126.5375048, 126.64172034492684]",100
F8,126.64172034492684,37.47615161475687,C57,126.5375048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5375048, 126.64172034492684]",132
F8,126.64172034492684,37.47615161475687,C58,126.5385048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5385048, 126.64172034492684]",132
F8,126.64172034492684,37.47615161475687,C59,126.5395048,37.49378239999999,"[37.47615161475687, 37.49378239999999]","[126.5395048, 126.64172034492684]",128
F8,126.64172034492684,37.47615161475687,C60,126.5395048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5395048, 126.64172034492684]",132
F8,126.64172034492684,37.47615161475687,C61,126.5395048,37.5147824,"[37.47615161475687, 37.5147824]","[126.5395048, 126.64172034492684]",163
F8,126.64172034492684,37.47615161475687,C62,126.5415048,37.5097824,"[37.47615161475687, 37.5097824]","[126.5415048, 126.64172034492684]",154
F8,126.64172034492684,37.47615161475687,C63,126.5435048,37.4947824,"[37.47615161475687, 37.4947824]","[126.5435048, 126.64172034492684]",128
F8,126.64172034492684,37.47615161475687,C64,126.5445048,37.4927824,"[37.47615161475687, 37.4927824]","[126.5445048, 126.64172034492684]",126
F8,126.64172034492684,37.47615161475687,C65,126.5445048,37.49378239999999,"[37.47615161475687, 37.49378239999999]","[126.5445048, 126.64172034492684]",126
F8,126.64172034492684,37.47615161475687,C66,126.5465048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5465048, 126.64172034492684]",128
F8,126.64172034492684,37.47615161475687,C67,126.5475048,37.4977824,"[37.47615161475687, 37.4977824]","[126.5475048, 126.64172034492684]",133
F8,126.64172034492684,37.47615161475687,C68,126.5485048,37.4867824,"[37.47615161475687, 37.4867824]","[126.5485048, 126.64172034492684]",84
F8,126.64172034492684,37.47615161475687,C69,126.5485048,37.49078239999999,"[37.47615161475687, 37.49078239999999]","[126.5485048, 126.64172034492684]",100
F8,126.64172034492684,37.47615161475687,C70,126.5485048,37.4947824,"[37.47615161475687, 37.4947824]","[126.5485048, 126.64172034492684]",126
F8,126.64172034492684,37.47615161475687,C71,126.5485048,37.4987824,"[37.47615161475687, 37.4987824]","[126.5485048, 126.64172034492684]",134
F8,126.64172034492684,37.47615161475687,C72,126.5495048,37.4957824,"[37.47615161475687, 37.4957824]","[126.5495048, 126.64172034492684]",126
F8,126.64172034492684,37.47615161475687,C73,126.5495048,37.4967824,"[37.47615161475687, 37.4967824]","[126.5495048, 126.64172034492684]",128
F8,126.64172034492684,37.47615161475687,C74,126.5505048,37.4967824,"[37.47615161475687, 37.4967824]","[126.5505048, 126.64172034492684]",126
F8,126.64172034492684,37.47615161475687,C75,126.5515048,37.48478239999999,"[37.47615161475687, 37.48478239999999]","[126.5515048, 126.64172034492684]",67
